_dataset,actionability_score,activity_tags,address,aggregator_domain,candidate_id,candidate_status,capacity_max_detected,capacity_text,category,city,confidence_score,constraints_tags,contact,dedupe_key,department,description,email_questions,evidence_text,fit_beyond_score,formal_completeness_score,formal_extraction_status,formal_scrape_checked_at,formal_scrape_content_type,geo_status,is_aggregator,last_seen_at,lat,lon,missing_formal_fields,name,observation_count,page_type,price_score,price_text,rental_decision_needed,rental_email_question,rental_negative_signals,rental_positive_signals,rental_possible_confidence,rental_possible_status,source_confidence,source_domain,source_reliability,source_url,space_tags,specific_rental_page_url,website
candidate,95,"yoga, atelier, meditation",38 Rue Victorien Sardou 92500 Rueil-Malmaison Fitness Beauté Santé Bien-être 1 Review Ajouter des,,venue_venue_ouest2paris.com_maison du mieuxetre rueilmalmaison a louest de paris_hauts-de-seine,to_contact,0,,studio_yoga,Hauts-de-Seine,0.82,,,"maison_du_mieux-etre,_rueil-malmaison_à_l'ouest_de_paris_hauts-de-seine",92,,,rental_possible: tarif | price: 3 €,95,1/5,ai_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,48.863814,2.200517,"address, postal_code, phone, email, capacity, rental_restrictions","Maison du Mieux-Etre, Rueil-Malmaison à l'Ouest de Paris",1,official_rental_page,0,3€/h,no,,,,0.85,possible,0.82,ouest2paris.com,S4,https://www.ouest2paris.com/annonce/fitness-sante-beaute-medecine-douce-ouest-de-paris/rueil-malmaison/maison-du-mieux-etre-rueil-malmaison,,,https://www.ouest2paris.com/annonce/fitness-sante-beaute-medecine-douce-ouest-de-paris/rueil-malmaison/maison-du-mieux-etre-rueil-malmaison
candidate,90,"yoga, atelier",40 avenue de la République,,venue_venue_ashtangayogaparis.fr_location de salle ashtanga yoga paris_paris,to_contact,0,,studio_yoga,Paris,0.85,,,location_de_salle_-_ashtanga_yoga_paris_paris,75,,,rental_possible: Location de,90,0/5,ai_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,None,None,"address, postal_code, phone, email, price, capacity, rental_restrictions",Location de salle - Ashtanga Yoga Paris,1,official_rental_page,0,,no,,,,0.85,possible,0.85,ashtangayogaparis.fr,S4,https://www.ashtangayogaparis.fr/location-salle,,,https://www.ashtangayogaparis.fr/location-salle
candidate,60,,120 Rue des Ecoles. CONTACT: 120 Rue des Ecoles à SAINT DE,,venue_venue_stdenislesbourg.fr_saintdenis dojo_seine-saint-denis,new,0,,unknown,Seine-Saint-Denis,0.7,,06 15 62 49 92 — saintdenisdojo@gmail.com,saint-denis_dojo_seine-saint-denis,93,,,address: 120 Rue des Ecoles. CONTACT: 120 Rue des Ecoles à SAINT DE,60,3/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,None,None,"postal_code, price, capacity, rental_restrictions",Saint-Denis Dojo,1,official_venue_page,0,,yes,,,,0.3,unclear,0.7,stdenislesbourg.fr,S3,https://www.stdenislesbourg.fr/657-saint-denis-dojo.htm,,,https://www.stdenislesbourg.fr/657-saint-denis-dojo.htm
candidate,55,"arts_martiaux, sport",Hauts-de-Seine,,venue_venue_locations.filmfrance.net_dojo de paris exterieurs film france locations_hauts-de-seine,new,0,,salle_louable,Hauts-de-Seine,0.3,['Conditions'],,dojo_de_paris_-_extérieurs_-_film_france_|_locations_hauts-de-seine,92,,,,55,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,None,None,"address, postal_code, phone, email, price, capacity",Dojo de Paris - Extérieurs - Film France | Locations,1,official_venue_page,0,,yes,,,,0.3,unclear,0.3,locations.filmfrance.net,S3,https://locations.filmfrance.net/node/189796,,,https://locations.filmfrance.net/node/189796
candidate,55,"boxe, arts_martiaux",place : Judo / Jujitsu / Taïso,,venue_venue_ville-data.com_arts martiaux boxe mma en essonne villedatacom_essonne,new,0,,unknown,Essonne,0.55,,,"arts_martiaux,_boxe,_mma_en_essonne_essonne",91,,,address: place : Judo / Jujitsu / Taïso,55,1/5,ai_extracted,2026-06-20,municipal_facility_page,in_scope,no,2026-06-20,None,None,"postal_code, phone, email, price, capacity, rental_restrictions","Arts Martiaux, Boxe, MMA en Essonne",1,municipal_facility_page,0,,yes,,,,0.3,unclear,0.55,ville-data.com,S3,https://ville-data.com/salle-de-combat-dojo/essonne-91-91D,,,https://ville-data.com/salle-de-combat-dojo/essonne-91-91D
candidate,55,arts_martiaux,21 Av. de la Prte de Châtillon,,venue_venue_sg.trip.com_dojo de paris tickets 2026 promos prices reviews opening_hauts-de-seine,new,0,,unknown,Hauts-de-Seine,0.3,,,"dojo_de_paris_tickets_[2026]_-_promos,_prices,_reviews_&_opening_..._hauts-de-se",92,,,,55,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.823254,2.316606,"address, phone, email, price, capacity, rental_restrictions","Dojo de Paris Tickets [2026] - Promos, Prices, Reviews & Opening ...",1,official_venue_page,0,,yes,,,,0.3,unclear,0.3,sg.trip.com,S3,https://sg.trip.com/travel-guide/attraction/hauts-de-seine/dojo-de-paris-142678789,,,https://sg.trip.com/travel-guide/attraction/hauts-de-seine/dojo-de-paris-142678789
candidate,55,arts_martiaux,Val-d'Oise,,venue_venue_safran-group.com_the dual life of benjamin lelu_val-d'oise,new,0,,unknown,Val-d'Oise,0.3,,,the_dual_life_of_benjamin_lelu_val-d'oise,95,,,,55,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,None,None,"address, postal_code, phone, email, price, capacity, rental_restrictions",the dual life of Benjamin Lelu,1,official_venue_page,0,,yes,,,,0.3,unclear,0.3,safran-group.com,S3,https://www.safran-group.com/news/portrait-office-dojo-dual-life-benjamin-lelu-2023-09-19,,,https://www.safran-group.com/news/portrait-office-dojo-dual-life-benjamin-lelu-2023-09-19
candidate,25,sport,9 rue du Nouveau Bercy .... Cours d'essai gratuit toute,,venue_venue_aikido-charenton.cravan.fr_aikido club charenton valdemarne 9 rue du nouveau bercy_val-de-marne,rejected,0,,gymnase,Val-de-Marne,0.75,,,aikido_club_charenton_val-de-marne_–_9_rue_du_nouveau_bercy_..._val-de-marne,94,,,rental_possible: inscription | address: 9 rue du Nouveau Bercy .... Cours d'essai gratuit toute,25,1/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.824047,2.397521,"phone, email, price, capacity, rental_restrictions",Aikido Club Charenton Val-de-Marne – 9 rue du Nouveau Bercy ...,1,official_venue_page,0,,no,,,,0.7,unlikely,0.75,aikido-charenton.cravan.fr,S3,https://aikido-charenton.cravan.fr,,,https://aikido-charenton.cravan.fr
candidate,75,yoga,2 cours au choix sur 7 jours Réserver Newsletter Restons en contact,,venue_venue_m-yoga.fr_studio de yoga a boulognebillancourt myoga_hauts-de-seine,to_contact,0,,"studio, studio_yoga",Hauts-de-Seine,0.85,,,studio_de_yoga_à_boulogne-billancourt_-_m-yoga_hauts-de-seine,92,,,rental_possible: disponible à la location,75,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,None,None,"address, postal_code, phone, email, price, capacity, rental_restrictions",Studio de Yoga à Boulogne-Billancourt - M-Yoga,1,official_venue_page,0,,no,,,,0.85,possible,0.85,m-yoga.fr,S3,https://m-yoga.fr/le-centre,,,https://m-yoga.fr/le-centre
candidate,90,"yoga, reunion",2 rue Ruisseau des Noirs,,venue_venue_yoga-institut.fr_location salle de reception a saint denis de la reunion yoga institut_seine-saint-denis,to_contact,0,,studio_yoga,Seine-Saint-Denis,0.78,,,location_salle_de_réception_à_saint_denis_de_la_réunion_-_yoga_institut_seine-sa,93,,,rental_possible: Location de | address: 2 rue Ruisseau des Noirs,90,2/5,ai_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,None,None,"postal_code, phone, email, price, rental_restrictions",Location salle de réception à Saint Denis de la Réunion - Yoga Institut,1,official_rental_page,0,,no,,,,0.85,possible,0.78,yoga-institut.fr,S4,https://yoga-institut.fr/location,,,https://yoga-institut.fr/location
candidate,55,sport,Essonne,,venue_venue_commons.wikimedia.org_filedojo espace sportif maurice baquet essonne francejpg_essonne,new,0,,unknown,Essonne,0.3,,,"file:dojo,_espace_sportif_maurice_baquet,_essonne,_france.jpg_essonne",91,,,,55,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,None,None,"address, postal_code, phone, email, price, capacity, rental_restrictions","File:Dojo, espace sportif Maurice Baquet, Essonne, France.jpg",1,official_venue_page,0,,yes,,,,0.3,unclear,0.3,commons.wikimedia.org,S3,"https://commons.wikimedia.org/wiki/File:Dojo,_espace_sportif_Maurice_Baquet,_Essonne,_France.jpg",,,"https://commons.wikimedia.org/wiki/File:Dojo,_espace_sportif_Maurice_Baquet,_Essonne,_France.jpg"
candidate,60,,Seine-et-Marne,,venue_venue_seibukan77.fr_seibukan dojo arts du sabre japonais_seine-et-marne,new,0,,unknown,Seine-et-Marne,0.67,,0631078979 — seibukan.dojo.croissy77@gmail.com,seibukan_dojo_-_arts_du_sabre_japonais_seine-et-marne,77,,,,60,2/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,None,None,"address, price, capacity, rental_restrictions",Seibukan Dojo - Arts du Sabre Japonais,1,official_venue_page,0,,yes,,,,0.3,unclear,0.67,seibukan77.fr,S3,https://www.seibukan77.fr,,,https://www.seibukan77.fr
candidate,55,yoga,91 rue Saint-Claude,,venue_venue_lamaisongioia.fr_location gite stage la maison gioia val doise 95 lisle_val-d'oise,new,0,,studio_yoga,Val-d'Oise,0.3,,,location_gite_stage_-_la_maison_gioia_-_val_d'oise_(95)_l'isle_..._val-d'oise,95,,,,55,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,49.089716,2.283788,"address, postal_code, phone, email, price, capacity, rental_restrictions",Location gite stage - La Maison Gioia - Val d'Oise (95) l'Isle ...,1,official_venue_page,0,,yes,,,,0.3,unclear,0.3,lamaisongioia.fr,S3,https://lamaisongioia.fr/stages,,,https://lamaisongioia.fr/stages
candidate,55,arts_martiaux,RUE DES LAURIERS,,venue_venue_ffjudo.com_le perrayst leger jjda france judo_yvelines,new,0,,unknown,Yvelines,0.55,,,le_perray-st_leger_jjda_-_france_judo_yvelines,78,,,address: RUE DES LAURIERS,55,1/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.82305,2.316144,"phone, email, price, capacity, rental_restrictions",le perray-st leger jjda - France Judo,1,official_venue_page,0,,yes,,,,0.3,unclear,0.55,ffjudo.com,S3,https://www.ffjudo.com/club-le-perray-st-leger-jj-da,,,https://www.ffjudo.com/club-le-perray-st-leger-jj-da
candidate,60,yoga,Essonne,,venue_venue_ressourceenvous.fr_location espaces professionnels ressource en vous_essonne,new,0,,studio_yoga,Essonne,0.55,,,location_espaces_professionnels_-_ressource_en_vous_essonne,91,,,price: 170 €,60,1/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,None,None,"address, postal_code, phone, email, capacity, rental_restrictions",Location Espaces Professionnels - Ressource En Vous,1,official_venue_page,0,170€/jour,yes,,,,0.3,unclear,0.55,ressourceenvous.fr,S3,https://ressourceenvous.fr/location-espaces-professionnels,,,https://ressourceenvous.fr/location-espaces-professionnels
