_dataset,actionability_score,activity_tags,address,aggregator_domain,ai_source_file,ai_source_kind,ai_source_record_id,candidate_id,candidate_status,capacity_max_detected,capacity_text,category,city,confidence_score,constraints_tags,contact,dedupe_key,department,description,email_questions,evidence_text,fit_beyond_score,formal_completeness_score,formal_extraction_status,formal_scrape_checked_at,formal_scrape_content_type,geo_status,is_aggregator,last_seen_at,lat,lon,missing_formal_fields,name,observation_count,page_type,price_score,price_text,rental_decision_needed,rental_email_question,rental_negative_signals,rental_positive_signals,rental_possible_confidence,rental_possible_status,source_confidence,source_domain,source_reliability,source_url,space_tags,specific_rental_page_url,website
candidate,70,,,,ai_classify_batch_0.jsonl,extracted_from_listing,venue_venue_fontenay-aux-roses.fr_louer une salle municipale fontenayauxroses_,venue_venue_fontenay-aux-roses.fr_louer une salle municipale fontenayauxroses__x3_b5ee79bf74,to_contact,0,,municipal hall listing,,0.65,,,petites_salles_du_ch_teau_sainte_barbe_,92,"Municipal page listing 8 rental halls in Fontenay-aux-Roses with 'louer une salle' rental signal. Individual hall names identified but missing capacity, pricing, and specific addresses. Marked as municipal_hall_listing with extracted_venues.","capacity, city, email, phone, price","Municipal page listing 8 rental halls in Fontenay-aux-Roses with 'louer une salle' rental signal. Individual hall names identified but missing capacity, pricing, and specific addresses. Marked as municipal_hall_listing with extracted_venues.",70,3/8,ai_adaptive_extracted,2026-06-20,municipal_hall_listing,in_scope,no,2026-06-20,,,"capacity, city, email, phone, price",Petites salles du Château Sainte-Barbe,2,municipal_hall_listing,0,,no,,,"Municipal page listing 8 rental halls in Fontenay-aux-Roses with 'louer une salle' rental signal. Individual hall names identified but missing capacity, pricing, and specific addresses. Marked as municipal_hall_listing with extracted_venues.",0.85,possible,0.65,fontenay-aux-roses.fr,S4,https://www.fontenay-aux-roses.fr/loisirs/vie-associative/louer-une-salle-municipale,,https://www.fontenay-aux-roses.fr/loisirs/vie-associative/louer-une-salle-municipale,https://www.fontenay-aux-roses.fr/loisirs/vie-associative/louer-une-salle-municipale
candidate,70,,,,ai_classify_batch_0.jsonl,extracted_from_listing,venue_venue_fontenay-aux-roses.fr_louer une salle municipale fontenayauxroses_,venue_venue_fontenay-aux-roses.fr_louer une salle municipale fontenayauxroses__x4_796da85aa2,to_contact,0,,municipal hall listing,,0.65,,,salle_sainte_barbe_,92,"Municipal page listing 8 rental halls in Fontenay-aux-Roses with 'louer une salle' rental signal. Individual hall names identified but missing capacity, pricing, and specific addresses. Marked as municipal_hall_listing with extracted_venues.","capacity, city, email, phone, price","Municipal page listing 8 rental halls in Fontenay-aux-Roses with 'louer une salle' rental signal. Individual hall names identified but missing capacity, pricing, and specific addresses. Marked as municipal_hall_listing with extracted_venues.",70,3/8,ai_adaptive_extracted,2026-06-20,municipal_hall_listing,in_scope,no,2026-06-20,,,"capacity, city, email, phone, price",Salle Sainte-Barbe,2,municipal_hall_listing,0,,no,,,"Municipal page listing 8 rental halls in Fontenay-aux-Roses with 'louer une salle' rental signal. Individual hall names identified but missing capacity, pricing, and specific addresses. Marked as municipal_hall_listing with extracted_venues.",0.85,possible,0.65,fontenay-aux-roses.fr,S4,https://www.fontenay-aux-roses.fr/loisirs/vie-associative/louer-une-salle-municipale,,https://www.fontenay-aux-roses.fr/loisirs/vie-associative/louer-une-salle-municipale,https://www.fontenay-aux-roses.fr/loisirs/vie-associative/louer-une-salle-municipale
candidate,70,,,,ai_classify_batch_0.jsonl,extracted_from_listing,venue_venue_fontenay-aux-roses.fr_louer une salle municipale fontenayauxroses_,venue_venue_fontenay-aux-roses.fr_louer une salle municipale fontenayauxroses__x5_3d1631bb78,to_contact,0,,municipal hall listing,,0.65,,,salle_pierre_bonnard_,92,"Municipal page listing 8 rental halls in Fontenay-aux-Roses with 'louer une salle' rental signal. Individual hall names identified but missing capacity, pricing, and specific addresses. Marked as municipal_hall_listing with extracted_venues.","capacity, city, email, phone, price","Municipal page listing 8 rental halls in Fontenay-aux-Roses with 'louer une salle' rental signal. Individual hall names identified but missing capacity, pricing, and specific addresses. Marked as municipal_hall_listing with extracted_venues.",70,3/8,ai_adaptive_extracted,2026-06-20,municipal_hall_listing,in_scope,no,2026-06-20,,,"capacity, city, email, phone, price",Salle Pierre Bonnard,2,municipal_hall_listing,0,,no,,,"Municipal page listing 8 rental halls in Fontenay-aux-Roses with 'louer une salle' rental signal. Individual hall names identified but missing capacity, pricing, and specific addresses. Marked as municipal_hall_listing with extracted_venues.",0.85,possible,0.65,fontenay-aux-roses.fr,S4,https://www.fontenay-aux-roses.fr/loisirs/vie-associative/louer-une-salle-municipale,,https://www.fontenay-aux-roses.fr/loisirs/vie-associative/louer-une-salle-municipale,https://www.fontenay-aux-roses.fr/loisirs/vie-associative/louer-une-salle-municipale
candidate,70,,,,ai_classify_batch_0.jsonl,extracted_from_listing,venue_venue_fontenay-aux-roses.fr_louer une salle municipale fontenayauxroses_,venue_venue_fontenay-aux-roses.fr_louer une salle municipale fontenayauxroses__x6_7f532667ca,to_contact,0,,municipal hall listing,,0.65,,,espace_rosa_bonheur_salle_polyvalente_,92,"Municipal page listing 8 rental halls in Fontenay-aux-Roses with 'louer une salle' rental signal. Individual hall names identified but missing capacity, pricing, and specific addresses. Marked as municipal_hall_listing with extracted_venues.","capacity, city, email, phone, price","Municipal page listing 8 rental halls in Fontenay-aux-Roses with 'louer une salle' rental signal. Individual hall names identified but missing capacity, pricing, and specific addresses. Marked as municipal_hall_listing with extracted_venues.",70,3/8,ai_adaptive_extracted,2026-06-20,municipal_hall_listing,in_scope,no,2026-06-20,,,"capacity, city, email, phone, price",Espace Rosa Bonheur - salle polyvalente,2,municipal_hall_listing,0,,no,,,"Municipal page listing 8 rental halls in Fontenay-aux-Roses with 'louer une salle' rental signal. Individual hall names identified but missing capacity, pricing, and specific addresses. Marked as municipal_hall_listing with extracted_venues.",0.85,possible,0.65,fontenay-aux-roses.fr,S4,https://www.fontenay-aux-roses.fr/loisirs/vie-associative/louer-une-salle-municipale,,https://www.fontenay-aux-roses.fr/loisirs/vie-associative/louer-une-salle-municipale,https://www.fontenay-aux-roses.fr/loisirs/vie-associative/louer-une-salle-municipale
candidate,70,,,,ai_classify_batch_0.jsonl,extracted_from_listing,venue_venue_fontenay-aux-roses.fr_louer une salle municipale fontenayauxroses_,venue_venue_fontenay-aux-roses.fr_louer une salle municipale fontenayauxroses__x7_309b548417,to_contact,0,,municipal hall listing,,0.65,,,espace_rosa_bonheur_salle_de_r_union_,92,"Municipal page listing 8 rental halls in Fontenay-aux-Roses with 'louer une salle' rental signal. Individual hall names identified but missing capacity, pricing, and specific addresses. Marked as municipal_hall_listing with extracted_venues.","capacity, city, email, phone, price","Municipal page listing 8 rental halls in Fontenay-aux-Roses with 'louer une salle' rental signal. Individual hall names identified but missing capacity, pricing, and specific addresses. Marked as municipal_hall_listing with extracted_venues.",70,3/8,ai_adaptive_extracted,2026-06-20,municipal_hall_listing,in_scope,no,2026-06-20,,,"capacity, city, email, phone, price",Espace Rosa Bonheur - salle de réunion,2,municipal_hall_listing,0,,no,,,"Municipal page listing 8 rental halls in Fontenay-aux-Roses with 'louer une salle' rental signal. Individual hall names identified but missing capacity, pricing, and specific addresses. Marked as municipal_hall_listing with extracted_venues.",0.85,possible,0.65,fontenay-aux-roses.fr,S4,https://www.fontenay-aux-roses.fr/loisirs/vie-associative/louer-une-salle-municipale,,https://www.fontenay-aux-roses.fr/loisirs/vie-associative/louer-une-salle-municipale,https://www.fontenay-aux-roses.fr/loisirs/vie-associative/louer-une-salle-municipale
candidate,70,,,,ai_classify_batch_0.jsonl,extracted_from_listing,venue_venue_hangar-y.com_privatisations hangar y_,venue_venue_hangar-y.com_privatisations hangar y__x0_1449b1b957,to_contact,0,,single venue,,0.65,,,la_nef_,92,"Single venue privatization page for Hangar Y, a historic monument in Meudon. Clear 'privatisation' rental signal with 4 distinct event spaces (La Nef, L'Atelier, Restaurant Les Roseaux, La Guinguette). Detailed capacity and surface info per space. Missing pricing. Marked as single_venue with extracted_venues for sub-spaces.","capacity, city, email, phone, price","Single venue privatization page for Hangar Y, a historic monument in Meudon. Clear 'privatisation' rental signal with 4 distinct event spaces (La Nef, L'Atelier, Restaurant Les Roseaux, La Guinguette). Detailed capacity and surface info per space. Missing pricing. Marked as single_venue with extracted_venues for sub-spaces.",70,3/8,ai_adaptive_extracted,2026-06-20,single_venue,in_scope,no,2026-06-20,,,"capacity, city, email, phone, price",La Nef,1,single_venue,0,,no,,,"Single venue privatization page for Hangar Y, a historic monument in Meudon. Clear 'privatisation' rental signal with 4 distinct event spaces (La Nef, L'Atelier, Restaurant Les Roseaux, La Guinguette). Detailed capacity and surface info per space. Missing pricing. Marked as single_venue with extracted_venues for sub-spaces.",0.85,possible,0.65,hangar-y.com,S4,https://hangar-y.com/privatisation,,https://hangar-y.com/privatisation,https://hangar-y.com/privatisation
candidate,70,,,,ai_classify_batch_0.jsonl,extracted_from_listing,venue_venue_hangar-y.com_privatisations hangar y_,venue_venue_hangar-y.com_privatisations hangar y__x1_3fe6fe0216,to_contact,0,,single venue,,0.65,,,l_atelier_,92,"Single venue privatization page for Hangar Y, a historic monument in Meudon. Clear 'privatisation' rental signal with 4 distinct event spaces (La Nef, L'Atelier, Restaurant Les Roseaux, La Guinguette). Detailed capacity and surface info per space. Missing pricing. Marked as single_venue with extracted_venues for sub-spaces.","capacity, city, email, phone, price","Single venue privatization page for Hangar Y, a historic monument in Meudon. Clear 'privatisation' rental signal with 4 distinct event spaces (La Nef, L'Atelier, Restaurant Les Roseaux, La Guinguette). Detailed capacity and surface info per space. Missing pricing. Marked as single_venue with extracted_venues for sub-spaces.",70,3/8,ai_adaptive_extracted,2026-06-20,single_venue,in_scope,no,2026-06-20,,,"capacity, city, email, phone, price",L'Atelier,1,single_venue,0,,no,,,"Single venue privatization page for Hangar Y, a historic monument in Meudon. Clear 'privatisation' rental signal with 4 distinct event spaces (La Nef, L'Atelier, Restaurant Les Roseaux, La Guinguette). Detailed capacity and surface info per space. Missing pricing. Marked as single_venue with extracted_venues for sub-spaces.",0.85,possible,0.65,hangar-y.com,S4,https://hangar-y.com/privatisation,,https://hangar-y.com/privatisation,https://hangar-y.com/privatisation
candidate,70,,,,ai_classify_batch_0.jsonl,extracted_from_listing,venue_venue_hangar-y.com_privatisations hangar y_,venue_venue_hangar-y.com_privatisations hangar y__x2_77225311d4,to_contact,0,,single venue,,0.65,,,restaurant_les_roseaux_,92,"Single venue privatization page for Hangar Y, a historic monument in Meudon. Clear 'privatisation' rental signal with 4 distinct event spaces (La Nef, L'Atelier, Restaurant Les Roseaux, La Guinguette). Detailed capacity and surface info per space. Missing pricing. Marked as single_venue with extracted_venues for sub-spaces.","capacity, city, email, phone, price","Single venue privatization page for Hangar Y, a historic monument in Meudon. Clear 'privatisation' rental signal with 4 distinct event spaces (La Nef, L'Atelier, Restaurant Les Roseaux, La Guinguette). Detailed capacity and surface info per space. Missing pricing. Marked as single_venue with extracted_venues for sub-spaces.",70,3/8,ai_adaptive_extracted,2026-06-20,single_venue,in_scope,no,2026-06-20,,,"capacity, city, email, phone, price",Restaurant Les Roseaux,1,single_venue,0,,no,,,"Single venue privatization page for Hangar Y, a historic monument in Meudon. Clear 'privatisation' rental signal with 4 distinct event spaces (La Nef, L'Atelier, Restaurant Les Roseaux, La Guinguette). Detailed capacity and surface info per space. Missing pricing. Marked as single_venue with extracted_venues for sub-spaces.",0.85,possible,0.65,hangar-y.com,S4,https://hangar-y.com/privatisation,,https://hangar-y.com/privatisation,https://hangar-y.com/privatisation
candidate,70,,,,ai_classify_batch_0.jsonl,extracted_from_listing,venue_venue_hangar-y.com_privatisations hangar y_,venue_venue_hangar-y.com_privatisations hangar y__x3_d3e64248ab,to_contact,0,,single venue,,0.65,,,la_guinguette_,92,"Single venue privatization page for Hangar Y, a historic monument in Meudon. Clear 'privatisation' rental signal with 4 distinct event spaces (La Nef, L'Atelier, Restaurant Les Roseaux, La Guinguette). Detailed capacity and surface info per space. Missing pricing. Marked as single_venue with extracted_venues for sub-spaces.","capacity, city, email, phone, price","Single venue privatization page for Hangar Y, a historic monument in Meudon. Clear 'privatisation' rental signal with 4 distinct event spaces (La Nef, L'Atelier, Restaurant Les Roseaux, La Guinguette). Detailed capacity and surface info per space. Missing pricing. Marked as single_venue with extracted_venues for sub-spaces.",70,3/8,ai_adaptive_extracted,2026-06-20,single_venue,in_scope,no,2026-06-20,,,"capacity, city, email, phone, price",La Guinguette,1,single_venue,0,,no,,,"Single venue privatization page for Hangar Y, a historic monument in Meudon. Clear 'privatisation' rental signal with 4 distinct event spaces (La Nef, L'Atelier, Restaurant Les Roseaux, La Guinguette). Detailed capacity and surface info per space. Missing pricing. Marked as single_venue with extracted_venues for sub-spaces.",0.85,possible,0.65,hangar-y.com,S4,https://hangar-y.com/privatisation,,https://hangar-y.com/privatisation,https://hangar-y.com/privatisation
candidate,70,,,,ai_classify_batch_0.jsonl,extracted_from_listing,venue_venue_maisondesarts.plessis-robinson.com_privatisation maison des arts de plessis robinson privatisation maison des arts de plessis robinson_,venue_venue_maisondesarts.plessis-robinson.com_privatisation maison des arts de plessis robinson privatisation maison des arts de plessis robinson__x0_bd380709a4,to_contact,0,,single venue,,0.65,,,th_tre_de_l_allegria_,92,Single venue privatization page for Maison des Arts du Plessis-Robinson. Clear 'privatisation' rental signal. Lists 8 distinct event spaces with capacities. Contact information present but pricing is missing. Marked as single_venue with extracted_venues for sub-spaces.,"capacity, city, email, phone, price",Single venue privatization page for Maison des Arts du Plessis-Robinson. Clear 'privatisation' rental signal. Lists 8 distinct event spaces with capacities. Contact information present but pricing is missing. Marked as single_venue with extracted_venues for sub-spaces.,70,3/8,ai_adaptive_extracted,2026-06-20,single_venue,in_scope,no,2026-06-20,,,"capacity, city, email, phone, price",Théâtre de l'Allegria,1,single_venue,0,,no,,,Single venue privatization page for Maison des Arts du Plessis-Robinson. Clear 'privatisation' rental signal. Lists 8 distinct event spaces with capacities. Contact information present but pricing is missing. Marked as single_venue with extracted_venues for sub-spaces.,0.85,possible,0.65,maisondesarts.plessis-robinson.com,S3,https://maisondesarts.plessis-robinson.com/privatisations,,https://maisondesarts.plessis-robinson.com/privatisations,https://maisondesarts.plessis-robinson.com/privatisations
candidate,70,,,,ai_classify_batch_0.jsonl,extracted_from_listing,venue_venue_maisondesarts.plessis-robinson.com_privatisation maison des arts de plessis robinson privatisation maison des arts de plessis robinson_,venue_venue_maisondesarts.plessis-robinson.com_privatisation maison des arts de plessis robinson privatisation maison des arts de plessis robinson__x1_14e678cf4f,to_contact,0,,single venue,,0.65,,,cin_ma_g_rard_philipe_,92,Single venue privatization page for Maison des Arts du Plessis-Robinson. Clear 'privatisation' rental signal. Lists 8 distinct event spaces with capacities. Contact information present but pricing is missing. Marked as single_venue with extracted_venues for sub-spaces.,"capacity, city, email, phone, price",Single venue privatization page for Maison des Arts du Plessis-Robinson. Clear 'privatisation' rental signal. Lists 8 distinct event spaces with capacities. Contact information present but pricing is missing. Marked as single_venue with extracted_venues for sub-spaces.,70,3/8,ai_adaptive_extracted,2026-06-20,single_venue,in_scope,no,2026-06-20,,,"capacity, city, email, phone, price",Cinéma Gérard Philipe,1,single_venue,0,,no,,,Single venue privatization page for Maison des Arts du Plessis-Robinson. Clear 'privatisation' rental signal. Lists 8 distinct event spaces with capacities. Contact information present but pricing is missing. Marked as single_venue with extracted_venues for sub-spaces.,0.85,possible,0.65,maisondesarts.plessis-robinson.com,S3,https://maisondesarts.plessis-robinson.com/privatisations,,https://maisondesarts.plessis-robinson.com/privatisations,https://maisondesarts.plessis-robinson.com/privatisations
candidate,70,,,,ai_classify_batch_0.jsonl,extracted_from_listing,venue_venue_maisondesarts.plessis-robinson.com_privatisation maison des arts de plessis robinson privatisation maison des arts de plessis robinson_,venue_venue_maisondesarts.plessis-robinson.com_privatisation maison des arts de plessis robinson privatisation maison des arts de plessis robinson__x2_86417da821,to_contact,0,,single venue,,0.65,,,salon_andrea_palladio_,92,Single venue privatization page for Maison des Arts du Plessis-Robinson. Clear 'privatisation' rental signal. Lists 8 distinct event spaces with capacities. Contact information present but pricing is missing. Marked as single_venue with extracted_venues for sub-spaces.,"capacity, city, email, phone, price",Single venue privatization page for Maison des Arts du Plessis-Robinson. Clear 'privatisation' rental signal. Lists 8 distinct event spaces with capacities. Contact information present but pricing is missing. Marked as single_venue with extracted_venues for sub-spaces.,70,3/8,ai_adaptive_extracted,2026-06-20,single_venue,in_scope,no,2026-06-20,,,"capacity, city, email, phone, price",Salon Andrea Palladio,1,single_venue,0,,no,,,Single venue privatization page for Maison des Arts du Plessis-Robinson. Clear 'privatisation' rental signal. Lists 8 distinct event spaces with capacities. Contact information present but pricing is missing. Marked as single_venue with extracted_venues for sub-spaces.,0.85,possible,0.65,maisondesarts.plessis-robinson.com,S3,https://maisondesarts.plessis-robinson.com/privatisations,,https://maisondesarts.plessis-robinson.com/privatisations,https://maisondesarts.plessis-robinson.com/privatisations
candidate,70,,,,ai_classify_batch_0.jsonl,extracted_from_listing,venue_venue_maisondesarts.plessis-robinson.com_privatisation maison des arts de plessis robinson privatisation maison des arts de plessis robinson_,venue_venue_maisondesarts.plessis-robinson.com_privatisation maison des arts de plessis robinson privatisation maison des arts de plessis robinson__x3_96bfb0ec23,to_contact,0,,single venue,,0.65,,,salon_canaletto_,92,Single venue privatization page for Maison des Arts du Plessis-Robinson. Clear 'privatisation' rental signal. Lists 8 distinct event spaces with capacities. Contact information present but pricing is missing. Marked as single_venue with extracted_venues for sub-spaces.,"capacity, city, email, phone, price",Single venue privatization page for Maison des Arts du Plessis-Robinson. Clear 'privatisation' rental signal. Lists 8 distinct event spaces with capacities. Contact information present but pricing is missing. Marked as single_venue with extracted_venues for sub-spaces.,70,3/8,ai_adaptive_extracted,2026-06-20,single_venue,in_scope,no,2026-06-20,,,"capacity, city, email, phone, price",Salon Canaletto,1,single_venue,0,,no,,,Single venue privatization page for Maison des Arts du Plessis-Robinson. Clear 'privatisation' rental signal. Lists 8 distinct event spaces with capacities. Contact information present but pricing is missing. Marked as single_venue with extracted_venues for sub-spaces.,0.85,possible,0.65,maisondesarts.plessis-robinson.com,S3,https://maisondesarts.plessis-robinson.com/privatisations,,https://maisondesarts.plessis-robinson.com/privatisations,https://maisondesarts.plessis-robinson.com/privatisations
candidate,70,,,,ai_classify_batch_0.jsonl,extracted_from_listing,venue_venue_maisondesarts.plessis-robinson.com_privatisation maison des arts de plessis robinson privatisation maison des arts de plessis robinson_,venue_venue_maisondesarts.plessis-robinson.com_privatisation maison des arts de plessis robinson privatisation maison des arts de plessis robinson__x4_5829534729,to_contact,0,,single venue,,0.65,,,les_terrasses_,92,Single venue privatization page for Maison des Arts du Plessis-Robinson. Clear 'privatisation' rental signal. Lists 8 distinct event spaces with capacities. Contact information present but pricing is missing. Marked as single_venue with extracted_venues for sub-spaces.,"capacity, city, email, phone, price",Single venue privatization page for Maison des Arts du Plessis-Robinson. Clear 'privatisation' rental signal. Lists 8 distinct event spaces with capacities. Contact information present but pricing is missing. Marked as single_venue with extracted_venues for sub-spaces.,70,3/8,ai_adaptive_extracted,2026-06-20,single_venue,in_scope,no,2026-06-20,,,"capacity, city, email, phone, price",Les Terrasses,1,single_venue,0,,no,,,Single venue privatization page for Maison des Arts du Plessis-Robinson. Clear 'privatisation' rental signal. Lists 8 distinct event spaces with capacities. Contact information present but pricing is missing. Marked as single_venue with extracted_venues for sub-spaces.,0.85,possible,0.65,maisondesarts.plessis-robinson.com,S3,https://maisondesarts.plessis-robinson.com/privatisations,,https://maisondesarts.plessis-robinson.com/privatisations,https://maisondesarts.plessis-robinson.com/privatisations
candidate,70,,,,ai_classify_batch_0.jsonl,extracted_from_listing,venue_venue_maisondesarts.plessis-robinson.com_privatisation maison des arts de plessis robinson privatisation maison des arts de plessis robinson_,venue_venue_maisondesarts.plessis-robinson.com_privatisation maison des arts de plessis robinson privatisation maison des arts de plessis robinson__x5_92716aead0,to_contact,0,,single venue,,0.65,,,la_placette_,92,Single venue privatization page for Maison des Arts du Plessis-Robinson. Clear 'privatisation' rental signal. Lists 8 distinct event spaces with capacities. Contact information present but pricing is missing. Marked as single_venue with extracted_venues for sub-spaces.,"capacity, city, email, phone, price",Single venue privatization page for Maison des Arts du Plessis-Robinson. Clear 'privatisation' rental signal. Lists 8 distinct event spaces with capacities. Contact information present but pricing is missing. Marked as single_venue with extracted_venues for sub-spaces.,70,3/8,ai_adaptive_extracted,2026-06-20,single_venue,in_scope,no,2026-06-20,,,"capacity, city, email, phone, price",La Placette,1,single_venue,0,,no,,,Single venue privatization page for Maison des Arts du Plessis-Robinson. Clear 'privatisation' rental signal. Lists 8 distinct event spaces with capacities. Contact information present but pricing is missing. Marked as single_venue with extracted_venues for sub-spaces.,0.85,possible,0.65,maisondesarts.plessis-robinson.com,S3,https://maisondesarts.plessis-robinson.com/privatisations,,https://maisondesarts.plessis-robinson.com/privatisations,https://maisondesarts.plessis-robinson.com/privatisations
candidate,70,,,,ai_classify_batch_0.jsonl,extracted_from_listing,venue_venue_maisondesarts.plessis-robinson.com_privatisation maison des arts de plessis robinson privatisation maison des arts de plessis robinson_,venue_venue_maisondesarts.plessis-robinson.com_privatisation maison des arts de plessis robinson privatisation maison des arts de plessis robinson__x6_d529a4c41b,to_contact,0,,single venue,,0.65,,,salle_de_conf_rence_,92,Single venue privatization page for Maison des Arts du Plessis-Robinson. Clear 'privatisation' rental signal. Lists 8 distinct event spaces with capacities. Contact information present but pricing is missing. Marked as single_venue with extracted_venues for sub-spaces.,"capacity, city, email, phone, price",Single venue privatization page for Maison des Arts du Plessis-Robinson. Clear 'privatisation' rental signal. Lists 8 distinct event spaces with capacities. Contact information present but pricing is missing. Marked as single_venue with extracted_venues for sub-spaces.,70,3/8,ai_adaptive_extracted,2026-06-20,single_venue,in_scope,no,2026-06-20,,,"capacity, city, email, phone, price",Salle de Conférence,1,single_venue,0,,no,,,Single venue privatization page for Maison des Arts du Plessis-Robinson. Clear 'privatisation' rental signal. Lists 8 distinct event spaces with capacities. Contact information present but pricing is missing. Marked as single_venue with extracted_venues for sub-spaces.,0.85,possible,0.65,maisondesarts.plessis-robinson.com,S3,https://maisondesarts.plessis-robinson.com/privatisations,,https://maisondesarts.plessis-robinson.com/privatisations,https://maisondesarts.plessis-robinson.com/privatisations
candidate,70,,,,ai_classify_batch_0.jsonl,extracted_from_listing,venue_venue_maisondesarts.plessis-robinson.com_privatisation maison des arts de plessis robinson privatisation maison des arts de plessis robinson_,venue_venue_maisondesarts.plessis-robinson.com_privatisation maison des arts de plessis robinson privatisation maison des arts de plessis robinson__x7_08c11ee399,to_contact,0,,single venue,,0.65,,,musiques_actuelles_studios_,92,Single venue privatization page for Maison des Arts du Plessis-Robinson. Clear 'privatisation' rental signal. Lists 8 distinct event spaces with capacities. Contact information present but pricing is missing. Marked as single_venue with extracted_venues for sub-spaces.,"capacity, city, email, phone, price",Single venue privatization page for Maison des Arts du Plessis-Robinson. Clear 'privatisation' rental signal. Lists 8 distinct event spaces with capacities. Contact information present but pricing is missing. Marked as single_venue with extracted_venues for sub-spaces.,70,3/8,ai_adaptive_extracted,2026-06-20,single_venue,in_scope,no,2026-06-20,,,"capacity, city, email, phone, price",Musiques Actuelles (studios),1,single_venue,0,,no,,,Single venue privatization page for Maison des Arts du Plessis-Robinson. Clear 'privatisation' rental signal. Lists 8 distinct event spaces with capacities. Contact information present but pricing is missing. Marked as single_venue with extracted_venues for sub-spaces.,0.85,possible,0.65,maisondesarts.plessis-robinson.com,S3,https://maisondesarts.plessis-robinson.com/privatisations,,https://maisondesarts.plessis-robinson.com/privatisations,https://maisondesarts.plessis-robinson.com/privatisations
candidate,70,,,,ai_classify_batch_0.jsonl,extracted_from_listing,venue_venue_le-rooftop.com_le rooftop espaces de location evenementielle situe a champignysurmarne 94 location de salle 309 avenue du general de gaulle champignysurmarne france_,venue_venue_le-rooftop.com_le rooftop espaces de location evenementielle situe a champignysurmarne 94 location de salle 309 avenue du general de gaulle champignysurmarne france__x0_8e65bbed75,to_contact,0,,single venue,,0.65,,,salon_eastside_,94,"Single venue rental page for Le Rooftop in Champigny-sur-Marne. Clear 'location événementielle' rental signal. Lists 3 main event spaces (EastSide, WestView, Salle de Réunion) with detailed capacities and extensive AV equipment specs. Direct booking venue, not an aggregator. Marked as single_venue with extracted_venues for sub-spaces.","capacity, city, email, phone, price","Single venue rental page for Le Rooftop in Champigny-sur-Marne. Clear 'location événementielle' rental signal. Lists 3 main event spaces (EastSide, WestView, Salle de Réunion) with detailed capacities and extensive AV equipment specs. Direct booking venue, not an aggregator. Marked as single_venue with extracted_venues for sub-spaces.",70,3/8,ai_adaptive_extracted,2026-06-20,single_venue,in_scope,no,2026-06-20,,,"capacity, city, email, phone, price",Salon EastSide,1,single_venue,0,,no,,,"Single venue rental page for Le Rooftop in Champigny-sur-Marne. Clear 'location événementielle' rental signal. Lists 3 main event spaces (EastSide, WestView, Salle de Réunion) with detailed capacities and extensive AV equipment specs. Direct booking venue, not an aggregator. Marked as single_venue with extracted_venues for sub-spaces.",0.85,possible,0.65,le-rooftop.com,S4,https://www.le-rooftop.com,,https://www.le-rooftop.com,https://www.le-rooftop.com
candidate,70,,,,ai_classify_batch_0.jsonl,extracted_from_listing,venue_venue_le-rooftop.com_le rooftop espaces de location evenementielle situe a champignysurmarne 94 location de salle 309 avenue du general de gaulle champignysurmarne france_,venue_venue_le-rooftop.com_le rooftop espaces de location evenementielle situe a champignysurmarne 94 location de salle 309 avenue du general de gaulle champignysurmarne france__x1_2bd3ee1566,to_contact,0,,single venue,,0.65,,,salon_westview_,94,"Single venue rental page for Le Rooftop in Champigny-sur-Marne. Clear 'location événementielle' rental signal. Lists 3 main event spaces (EastSide, WestView, Salle de Réunion) with detailed capacities and extensive AV equipment specs. Direct booking venue, not an aggregator. Marked as single_venue with extracted_venues for sub-spaces.","capacity, city, email, phone, price","Single venue rental page for Le Rooftop in Champigny-sur-Marne. Clear 'location événementielle' rental signal. Lists 3 main event spaces (EastSide, WestView, Salle de Réunion) with detailed capacities and extensive AV equipment specs. Direct booking venue, not an aggregator. Marked as single_venue with extracted_venues for sub-spaces.",70,3/8,ai_adaptive_extracted,2026-06-20,single_venue,in_scope,no,2026-06-20,,,"capacity, city, email, phone, price",Salon WestView,1,single_venue,0,,no,,,"Single venue rental page for Le Rooftop in Champigny-sur-Marne. Clear 'location événementielle' rental signal. Lists 3 main event spaces (EastSide, WestView, Salle de Réunion) with detailed capacities and extensive AV equipment specs. Direct booking venue, not an aggregator. Marked as single_venue with extracted_venues for sub-spaces.",0.85,possible,0.65,le-rooftop.com,S4,https://www.le-rooftop.com,,https://www.le-rooftop.com,https://www.le-rooftop.com
