id,name,category,address,city,department,lat,lon,geocode_score,geocode_label,capacity_text,capacity_min,capacity_max,website,contact,pros,cons,source_url,confidence,quality_score,fit_score,last_checked
idf-011-pavillon-wagram,Pavillon Wagram,hôtel particulier / réception,"47 avenue de Wagram, 75017 Paris",Paris,75,48.877511,2.297463,0.9801890909090909,47 Avenue de Wagram 75017 Paris,270 théâtre ; 290 repas ; 600 cocktail,270,600,https://pavillonwagram.com,pavillonwagram@lieuxdemotions.fr ; 01 49 29 50 50,près Étoile | art déco | 270 théâtre,premium | cocktail >300,https://pavillonwagram.com,high,90,75,2026-06-19
idf-012-la-caserne,La Caserne,tiers-lieu / événement responsable,"12 rue Philippe de Girard, 75010 Paris",Paris,75,48.881648,2.362021,0.9721636363636362,12 Rue Philippe de Girard 75010 Paris,"espaces 80 à 880 m² ; talkroom 176 m², rooftop 280 m²",80,880,https://www.lacaserneparis.com,formulaire de devis,hybride/engagé | rooftop | nombreux espaces,capacités personnes à confirmer | formulaire,https://www.lacaserneparis.com/privatisation-espaces-la-caserne,high,90,90,2026-06-19
idf-013-hangar-y,Hangar Y,patrimoine / atypique,"9 avenue de Trivaux, 92190 Meudon",Meudon,92,48.798874,2.233179,0.9642272727272727,9 Avenue de Trivaux 92190 Meudon,espaces notamment 25 à 140 personnes ; jauge globale plus large,25,140,https://hangar-y.com/privatisation,privatisations@hangar-y.com,lieu patrimonial | proche Paris | formats 25-140,certaines jauges >300 | premium,https://hangar-y.com/privatisation,high,90,85,2026-06-19
idf-014-paris-la-d-fense-arena-salons,Paris La Défense Arena - salons,arena / salons corporate,"99 jardins de l’Arche, 92000 Nanterre",Nanterre,92,48.894924,2.229123,0.8098390909090908,99 Jardin de l'Arche 92000 Nanterre,10 espaces 90 à 910 m² ; 90 à 500 personnes,10,910,https://www.parisladefense-arena.com/convention-et-seminaires,contact via site officiel,salons modulables | technique | La Défense,certains espaces >300 | corporate,https://www.parisladefense-arena.com/convention-et-seminaires,high,90,75,2026-06-19
idf-015-domaine-national-de-saint-cloud-espace-de-l-institut,Domaine national de Saint-Cloud - espace de l’Institut,domaine / patrimoine,"Domaine national de Saint-Cloud, 92210 Saint-Cloud",Saint-Cloud,92,48.828697,2.211503,0.46772181818181824,Dom Nat du Parc de St Clou 92210 Saint-Cloud,30 assis / 50 debout + jardin privatif,30,50,https://www.domaine-saint-cloud.fr,01 44 61 20 30 ; location@monuments-nationaux.fr,cadre fort | jardin privatif | petit format,capacité limitée | contraintes patrimoniales,https://www.domaine-saint-cloud.fr/privatisation/evenements-professionnels-cocktails-seminaires,high,90,100,2026-06-19
idf-016-mac-val,MAC VAL,musée / auditorium,"Place de la Libération, 94400 Vitry-sur-Seine",Vitry-sur-Seine,94,48.792821,2.387072,0.9592963636363635,Place de la Libération 94400 Vitry-sur-Seine,auditorium 146 places + hall/salon/jardin,146,146,https://www.macval.fr/Privatiser,01 43 91 64 20 ; contact@macval.fr,lieu culturel atypique | auditorium cible | espaces complémentaires,programmation | détails par espace à confirmer,https://www.macval.fr/Privatiser,high,90,100,2026-06-19
idf-017-ch-teau-de-vincennes,Château de Vincennes,monument national,"Avenue de Paris, 94300 Vincennes",Vincennes,94,48.845501,2.429128,0.9751299999999999,Avenue de Paris 94300 Vincennes,Sainte-Chapelle 200 assis / 250 debout ; casemates 25-80,25,250,https://www.chateau-de-vincennes.fr,contact via page officielle,historique | portes de Paris | 25-250 personnes,contraintes monument | contact direct à compléter,https://www.chateau-de-vincennes.fr/privatisation/evenements-professionnels-cocktails-seminaires,high,90,85,2026-06-19
idf-018-la-cit-fertile,La Cité Fertile,tiers-lieu,"14 avenue Édouard Vaillant, 93500 Pantin",Pantin,93,48.899309,2.397498,0.974280909090909,14 Avenue Édouard Vaillant 93500 Pantin,espaces privatisables ; certains formats <200 ; global jusqu’à 2000,200,2000,https://citefertile.com/privatisations,01 48 43 04 60 ; contact@citefertile.com,tiers-lieu emblématique | nombreux formats | contact clair,capacités à confirmer | forte demande,https://citefertile.com/privatisations,medium,82,75,2026-06-19
idf-019-la-marbrerie,La Marbrerie,lieu culturel / industriel,"21 rue Alexis Lepère, 93100 Montreuil",Montreuil,93,48.864321,2.440417,0.9777354545454545,21 Rue Alexis Lepere 93100 Montreuil,650 debout ; 330 assises,330,650,https://lamarbrerie.fr/privatisation,01 43 62 71 19 ; privatisation@lamarbrerie.fr,industriel atypique | proche métro | grande salle,330 assis limite >300 | programmation,https://lamarbrerie.fr/privatisation,high,90,60,2026-06-19
idf-020-magasins-g-n-raux,Magasins Généraux,centre création / lieu culturel,"1 rue de l’Ancien Canal, 93500 Pantin",Pantin,93,48.894653,2.416079,0.9693972727272727,1 Rue de l’Ancien Canal 93500 Pantin,capacité à confirmer ; privatisation événements pro,,,https://magasinsgeneraux.com/partenaires,hello@magasinsgeneraux.com,bord canal | créatif | contact officiel,capacité à confirmer | sélection/devis,https://magasinsgeneraux.com/partenaires,medium,72,45,2026-06-19
idf-021-dock-b,Dock B,lieu hybride / restaurant,"1 place de la Pointe, 93500 Pantin",Pantin,93,48.894744,2.415431,0.9592445454545454,1 Place de la Pointe 93500 Pantin,750 m² intérieur ; convention env. 150 personnes selon sources,150,750,https://dockbpantin.com/privatisation,eliott@dockbpantin.com ; 01 41 71 49 69,hybride | format 150 | Pantin canal,capacités officielles à confirmer | cocktail >300,https://dockbpantin.com/privatisation,medium,82,60,2026-06-19
idf-022-ch-teau-de-janvry,Château de Janvry,château / domaine nature,"Rue du Château, 91640 Janvry",Janvry,91,48.649524,2.154366,0.535173223140496,Rue du Marchais 91640 Janvry,"séminaires et journées d’étude ; salons, ancienne cuisine, jardins ; domaine 200 ha",200,200,https://www.chateaudejanvry.com,+33 6 35 45 58 96 ; contact@chateaudejanvry.com,35 min sud Paris | nature | privatisation château,capacité précise à confirmer | transport collectif à vérifier,https://www.chateaudejanvry.com,medium,82,70,2026-06-19
idf-023-r-sidence-ch-teau-du-m-e,Résidence Château du Mée,hôtel / château séminaire,"571 avenue Jean Monnet, 77350 Le Mée-sur-Seine",Le Mée-sur-Seine,77,48.534401,2.624777,0.9563209090909089,571 Avenue Jean Monnet 77350 Le Mée-sur-Seine,salles de séminaires jusqu’à 80 personnes assises,80,80,https://www.rcdm.fr,contact via site officiel,accessible Paris | hébergement/restauration | 80 assis,capacité limitée | contact direct à compléter,https://www.rcdm.fr/fr/seminaires.html,high,90,85,2026-06-19
idf-024-ch-teau-des-bondons,Château des Bondons,château hôtel / séminaire,"47-49 rue des Bondons, 77260 La Ferté-sous-Jouarre",La Ferté-sous-Jouarre,77,48.948134,3.148729,0.8191790909090909,49 Rue des Bondons 77260 La Ferté-sous-Jouarre,salles pour séminaires entreprise ; capacité à confirmer,,,https://www.chateaudesbondons.com,contact via site officiel,site officiel séminaire | cadre château | équipe dédiée,jauge précise à vérifier | plus éloigné de Paris,https://www.chateaudesbondons.com/fr/seminaire-seine-et-marne.html,medium,72,30,2026-06-19
idf-025-domaine-des-hirondelles,Domaine des Hirondelles,domaine / réception,"25 rue de la Libération, 78125 La Boissière-École",Hameau de Craches / Rambouillet Territoires,78,48.683912,1.640734,0.570538128342246,25 Grande Rue 78125 La Boissière-École,200 assises / 300 cocktail selon Office de Tourisme Rambouillet,200,300,https://www.rambouillet-tourisme.fr,+33 1 34 83 05 51 ; +33 6 45 96 02 22,200-300 dans cible | source OT | nature Yvelines,site direct à retrouver | accès depuis Paris à vérifier,https://www.rambouillet-tourisme.fr/nos-sejours/sorties-en-groupes/les-lieux-de-receptions-et-seminaires-de-rambouillet-territoires,medium,82,70,2026-06-19
