id,name,city,department,address,lat,lon,geocode_score,geocode_label,category,capacity_text,capacity_max_detected,price_text,price_score,website,contact,source_url,pros,cons,confidence,fit_score,last_checked
small-011,Maison du Citoyen et de la Vie Associative,Fontenay-sous-Bois,94,"16 rue du Révérend Père Lucien Aubry, 94120 Fontenay-sous-Bois",48.846577,2.476204,0.78239,16 Rue du Reverend Pere Aubry 94120 Fontenay-sous-Bois,maison du citoyen / associations,petites salles dès 2 personnes ; demander une salle ≤20 (site indique gamme globale 2-120),20,mise à disposition associative ; tarif non publié,50,https://www.fontenay.fr,mdcva@fontenay-sous-bois.fr ; 01 49 74 76 90,https://www.fontenay.fr/citoyennete-vie-associative/maison-du-citoyen-1020.html,beaucoup de petites salles | contact clair | tables/chaises,priorité associations locales | prix non publié,high,88,2026-06-19
small-012,Maison des Associations de Pantin - espace réunion,Pantin,93,"Pantin, 93500",48.900267,2.409457,0.954250909090909,Pantin,maison associations,table de réunion 8 personnes,8,tarif non publié ; mise à disposition associative à vérifier,50,https://citoyen.pantin.fr/je-mengage/la-maison-des-associations,portail associatif Pantin,https://citoyen.pantin.fr/je-mengage/la-maison-des-associations,8 personnes | équipement associatif | Pantin proche Paris,adresse exacte à confirmer | probablement assos locales,medium,81,2026-06-19
small-013,ID COWORK - salle de réunion,Saint-Maur-des-Fossés,94,"37 quai de la Pie, 94100 Saint-Maur-des-Fossés",48.789668,2.473903,0.9753554545454545,37 Quai de la Pie 94100 Saint-Maur-des-Fossés,coworking abordable,jusqu’à 16 personnes,16,à partir de 40 € / 2h pour 1-2 personnes ; autres jauges selon barème,90,https://id-cowork.fr,via site ID COWORK,https://id-cowork.fr,16 personnes | équipé visio | tarifs d’entrée publiés,tarif 16 personnes à confirmer | plus éloigné,high,96,2026-06-19
small-014,CO’LOC Coworking,Joinville-le-Pont,94,"Joinville-le-Pont, 94340",48.820327,2.471927,0.949231818181818,Joinville-le-Pont,coworking très abordable,petits rendez-vous / cabine / open space ; capacité salle dédiée non publiée,,8 € HT / heure ; 20 € HT demi-journée ; 29 € HT journée,90,https://www.coworkingcoloc.fr/coworking,Laurianne@coworkingcoloc.fr ; 07 68 60 49 29,https://www.coworkingcoloc.fr/coworking,très bas prix | face RER A selon source | réservation simple,pas forcément salle fermée 20 pers | HT,medium,54,2026-06-19
small-015,Facility Center Montreuil - Salle DUBLIN,Montreuil,93,"17-21 avenue Jean Moulin, 93100 Montreuil",48.858967,2.449477,0.8188483916083916,21 Avenue Jean Moulin 93100 Montreuil,centre affaires / coworking,10 personnes,10,tarif non affiché ; réservation via Neo-nomade,50,https://www.neo-nomade.com,via fiche Neo-nomade,https://www.neo-nomade.com/s/montreuil/salle-reunion-formation-location,10 personnes | réunion/formation | proche Paris,prix à demander | plateforme intermédiaire,medium,76,2026-06-19
small-016,Facility Center Montreuil - Salle ATHENES,Montreuil,93,"17-21 avenue Jean Moulin, 93100 Montreuil",48.858967,2.449477,0.8188483916083916,21 Avenue Jean Moulin 93100 Montreuil,centre affaires / coworking,14 personnes,14,tarif non affiché ; réservation via Neo-nomade,50,https://www.neo-nomade.com,via fiche Neo-nomade,https://www.neo-nomade.com/s/montreuil/salle-reunion-formation-location,14 personnes | formation possible | alternative privée,prix à demander | probablement moins cheap que municipal,medium,76,2026-06-19
small-017,Maison des Associations - MDA 1/2/4,Meulan-en-Yvelines,78,"Allée des Cottages, 78250 Meulan-en-Yvelines",49.010636,1.91407,0.9612127272727272,Allee des Cottages 78250 Meulan-en-Yvelines,maison associations / municipal,MDA 1: 14 ; MDA 2: 14 ; MDA 4: 20 personnes,20,45 € demi-journée ou 77 € journée Meulanais ; 67 €/113 € extra-muros ; caution 400 €,80,https://ville-meulan.fr,01 30 90 41 46,https://ville-meulan.fr/votre-mairie/vos-demarches/location-de-salles/salles-destination-des-associations,14-20 pile | tarifs publics bas | journée peu chère,pas particuliers | loin Paris selon besoin,high,91,2026-06-19
small-018,Maison des Associations d’Eaubonne - petites salles,Eaubonne,95,"Eaubonne, 95600",48.9916,2.277576,0.9503427272727272,Eaubonne,maison associations / municipal,salles de 2 à 20 personnes selon salle,20,gratuit pour associations eaubonnaises en demande ponctuelle,100,https://www.eaubonne.fr,reservation-salles@eaubonne.fr ; 01 34 27 33 47,https://www.eaubonne.fr/que-faire-a-eaubonne/se-divertir/le-monde-associatif/la-mda,plusieurs salles ≤20 | gratuit assos locales | contact réservation,associations locales | adresse précise à confirmer,high,98,2026-06-19
small-019,Maison des Associations et de l’Emploi,Versailles,78,"2 bis place de Touraine, 78000 Versailles",48.804154,2.162081,0.8106845454545454,2bis Place de Touraine 78000 Versailles,maison associations / municipal,7 salles de 8 à 22 personnes ; choisir ≤20,20,"adhésion 44,60 €/an ; location par créneau, détail à demander",75,https://www.versailles.fr,associations@versailles.fr,https://www.versailles.fr/318/associations-et-quartiers/accompagnement-des-associations/maison-des-associations-et-de-l-emploi.htm,petites salles | wifi | Versailles accessible train,adhésion/réservation adhérents | tarifs créneau à demander,high,89,2026-06-19
small-020,Maison des Associations Saint-Germanoises,Saint-Germain-en-Laye,78,"3 rue de la République, 78100 Saint-Germain-en-Laye",48.898064,2.092649,0.9708527272727272,3 Rue de la République 78100 Saint-Germain-en-Laye,maison associations,"salles 4-6, 8, 10, 20 personnes",20,frais de gestion selon salle/durée ; dépôt garantie 500 € ; tarifs sur demande,50,https://mas.asso.fr/mise-disposition-salles,contact@mas-association.fr ; 01 39 73 73 73,https://mas.asso.fr/mise-disposition-salles,plusieurs petites jauges | centre-ville/RER | wifi/vidéo selon salle,tarifs non publiés | garantie 500 €,high,81,2026-06-19
small-021,CCI Essonne - Salle La Bruyère,Évry-Courcouronnes,91,"2 cours Monseigneur Romero, 91000 Évry-Courcouronnes",48.624153,2.43059,0.9684418181818181,2 Cours Monseigneur Roméro 91000 Évry-Courcouronnes,CCI / salle professionnelle,12 personnes,12,80 à 100 € HT / jour,80,https://www.essonne.cci.fr/location-de-salles-evry-courcouronnes,formulaire disponibilité CCI Essonne,https://www.essonne.cci.fr/location-de-salles-evry-courcouronnes,tarif jour bas | 12 personnes | équipé pro,usage pro uniquement | HT,high,86,2026-06-19
small-022,CCI Essonne - Salle George Sand,Évry-Courcouronnes,91,"2 cours Monseigneur Romero, 91000 Évry-Courcouronnes",48.624153,2.43059,0.9684418181818181,2 Cours Monseigneur Roméro 91000 Évry-Courcouronnes,CCI / salle professionnelle,20 personnes,20,150 à 210 € HT / jour,65,https://www.essonne.cci.fr/location-de-salles-evry-courcouronnes,formulaire disponibilité CCI Essonne,https://www.essonne.cci.fr/location-de-salles-evry-courcouronnes,20 max | tarif journée clair | vidéoprojecteur/wifi,usage professionnel | HT,high,81,2026-06-19
small-023,Inter Centres d’Affaires - salle 20 personnes,Versailles,78,"35 rue des Chantiers, 78000 Versailles",48.795923,2.138577,0.9761954545454544,35 Rue des Chantiers 78000 Versailles,centre affaires,"salles 3, 5, 12 et 20 personnes",20,"à partir de 21 € HT/h (3 pers), 45 € HT/h (12), 60 € HT/h (20)",90,https://www.inter-ca.com/salles-de-reunion/location-salles-de-reunion-versailles-78-yvelines,via page contacts Inter Centres d’Affaires,https://www.inter-ca.com/salles-de-reunion/location-salles-de-reunion-versailles-78-yvelines,tarif horaire clair | 3-20 personnes | gare Chantiers,HT | privé plus cher que municipal,high,89,2026-06-19
small-024,Chez Mémé - espace réunion,Arpajon,91,"27 Grande Rue, 91290 Arpajon",48.591575,2.247663,0.969170909090909,27 Grande Rue 91290 Arpajon,coworking / salle réunion,jusqu’à 12 personnes,12,"salle incluse selon planning pour coworkers ; open space 12,50 € HT demi-journée / 22,50 € HT journée",90,http://xn--chezmm-fvab.fr/location-bureau-coworking,contact@chezmémé.fr ; 09 51 22 83 00,http://xn--chezmm-fvab.fr/location-bureau-coworking,économique | 12 personnes | formules flexibles,privatisation salle seule non claire | Arpajon,high,89,2026-06-19
small-025,L’Arche Coworking - salle de réunion,Yerres,91,"30 rue Mont du Griffon, 91330 Yerres",48.720895,2.493008,0.8733354545454545,30 Rue du Mont-griffon 91330 Yerres,coworking / salle réunion,jusqu’à 20 personnes,20,100 € HT / 2h ; 166 € HT demi-journée ; 250 € HT journée,80,https://www.arche-coworking.fr/tarif-salle-de-reunion,arche.coworking@gmail.com ; 01 60 47 21 82,https://www.arche-coworking.fr/tarif-salle-de-reunion,20 max | tarifs publiés | PMR/équipée,HT | plus cher que municipal,high,86,2026-06-19
IDF-MVAC-001,MVAC Paris Centre - Site Marais,Paris,75,"5, rue Perrée",48.864045,2.362217,0.9635845454545454,5 Rue Perrée 75003 Paris,MVAC,20,20,"Gratuit (free for registered associations) ; Free meeting rooms, offices, coworking, reprography for registered associations",95,https://www.paris.fr/lieux/maison-de-la-vie-associative-et-citoyenne-de-paris-centre-site-marais-3272,01 53 01 76 94 ; maison.asso.03.04@paris.fr,paris.fr,"['photocopier', 'computers', 'wifi', 'video_projector', 'meeting_rooms']",,medium,96,2026-06-19
IDF-MVAC-002,MVAC Paris Centre - Site Louvre,Paris,75,"2, rue Eugène Spuller",48.863992,2.361532,0.9594199999999998,2 Rue Eugène Spuller 75003 Paris,MVAC,20,20,"Gratuit ; Free for registered associations. Salle Bretagne: 48.5 m², 40 pers.",95,https://mairiepariscentre.paris.fr/pages/locaux-accessibles-a-paris-centre-15435,maison.asso.03.04@paris.fr,paris.fr,"['meeting_rooms', 'coworking_space', 'wifi', 'reprography']",,medium,96,2026-06-19
IDF-MVAC-003,MVAC 5e - Quartier Latin,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,MVAC,20,20,Gratuit ; Free meeting rooms and offices for associations,95,https://mairie05.paris.fr/pages/maison-des-associations-10928,,paris.fr,"['meeting_rooms', 'coworking_space', 'wifi']",,medium,91,2026-06-19
IDF-MVAC-004,MVAC 7e arrondissement,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,MVAC,20,20,Gratuit ; Free for registered associations,95,https://www.paris.fr/lieux/maisons-de-la-vie-associative-et-citoyenne/tous-les-horaires,,paris.fr,"['meeting_rooms', 'coworking_space', 'wifi', 'reprography']",,medium,91,2026-06-19
IDF-MVAC-005,MVAC 8e arrondissement,Paris,75,"28, rue Laure Diebold",48.875985,2.304887,0.9678590909090908,28 Rue Laure Diebold 75008 Paris,MVAC,20,20,Gratuit ; Free for registered associations,95,https://mairie08.paris.fr/pages/la-maison-des-associations-du-8e-9136,01 53 67 83 60 ; maison.asso.08@paris.fr,paris.fr,"['meeting_rooms', 'coworking_space', 'wifi']",,medium,96,2026-06-19
IDF-MVAC-007,MVAC 10e arrondissement,Paris,75,"206, quai de Valmy",48.881784,2.36872,0.976561818181818,206 Quai de Valmy 75010 Paris,MVAC,20,20,"Gratuit ; Free for registered associations. Includes coworking, reprography, display spaces.",95,https://www.conseilsdequartierparis10.fr/fr/maison-de-la-vie-associative-et-citoyenne.html,,paris.fr,"['meeting_rooms', 'coworking_space', 'wifi', 'reprography', 'locker_spaces']",,medium,91,2026-06-19
IDF-MVAC-008,MVAC 11e arrondissement,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,MVAC,20,20,Gratuit ; Free for registered associations,95,https://www.paris.fr/lieux/maisons-de-la-vie-associative-et-citoyenne/tous-les-horaires,,paris.fr,"['meeting_rooms', 'coworking_space', 'wifi', 'reprography']",,medium,91,2026-06-19
IDF-MVAC-009,MVAC 12e arrondissement (Carrefour des Associations Parisiennes),Paris,75,"181, avenue Daumesnil",48.840488,2.392507,0.9844154545454544,181 Avenue Daumesnil 75012 Paris,MVAC,20,20,Gratuit ; Free for registered associations. Located in former Gare de Reuilly.,95,https://mairie12.paris.fr/pages/la-maison-des-associations-10239,,paris.fr,"['meeting_rooms', 'coworking_space', 'wifi']",,medium,91,2026-06-19
IDF-MVAC-010,MVAC 13e arrondissement,Paris,75,"31, rue Bobillot",48.829136,2.353732,0.9810427272727272,31 Rue Bobillot 75013 Paris,MVAC,20,20,Gratuit ; Free for registered associations,95,,01 56 61 77 60 ; maison.asso.13@paris.fr,paris.fr/facebook,"['meeting_rooms', 'coworking_space', 'wifi', 'reprography']",,medium,96,2026-06-19
IDF-MVAC-011,MVAC 14e arrondissement,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,MVAC,20,20,Gratuit ; Free for registered associations,95,https://www.paris.fr/lieux/maisons-de-la-vie-associative-et-citoyenne/tous-les-horaires,,paris.fr,"['meeting_rooms', 'coworking_space', 'wifi']",,medium,91,2026-06-19
IDF-MVAC-012,MVAC 15e arrondissement,Paris,75,"22, rue de la Saïda",48.831832,2.295756,0.9758181818181817,22 Rue de la Saïda 75015 Paris,MVAC,20,20,"Gratuit ; Free for registered associations. Photocopier, free-access computers.",95,https://www.paris.fr/lieux/maison-de-la-vie-associative-et-citoyenne-du-15e-arrondissement-3286,01 45 30 31 31 ; maison.asso.15@paris.fr,paris.fr,"['meeting_rooms', 'photocopier', 'computers_free_access', 'wifi', 'defibrillator']",,medium,96,2026-06-19
IDF-MVAC-013,MVAC 16e arrondissement,Paris,75,"14, avenue René Boylesve",48.856543,2.28418,0.9727999999999999,14 Avenue René Boylesve 75016 Paris,MVAC,20,20,Gratuit ; Free for registered associations,95,https://mairie16.paris.fr/pages/la-maison-des-associations-du-16eme-11409,maison.asso.16@paris.fr,paris.fr,"['meeting_rooms', 'wifi', 'coworking_space']",,medium,96,2026-06-19
IDF-MVAC-014,MVAC 17e arrondissement,Paris,75,"25, rue Lantiez",48.895031,2.323751,0.9771536363636364,25 Rue Lantiez 75017 Paris,MVAC,20,20,Gratuit ; Free for registered associations,95,https://mairie17.paris.fr/pages/la-maison-de-la-vie-associative-et-citoyenne-12013,,paris.fr,"['meeting_rooms', 'wifi', 'coworking_space']",,medium,91,2026-06-19
IDF-MVAC-015,MVAC 18e arrondissement,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,MVAC,20,20,Gratuit ; Free for registered associations,95,https://www.paris.fr/lieux/maisons-de-la-vie-associative-et-citoyenne/tous-les-horaires,,paris.fr,"['meeting_rooms', 'wifi', 'coworking_space']",,medium,91,2026-06-19
IDF-MVAC-016,MVAC 19e - CAPLA (Cabanon de la Place des Fêtes),Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,MVAC,20,20,Gratuit ; Free for registered associations,95,https://www.paris.fr/lieux/maisons-de-la-vie-associative-et-citoyenne/tous-les-horaires,,paris.fr,"['meeting_rooms', 'wifi']",,medium,91,2026-06-19
IDF-MVAC-017,MVAC 19e - Maison du Combattant,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,MVAC,20,20,Gratuit ; Free for registered associations,95,https://www.paris.fr/lieux/maisons-de-la-vie-associative-et-citoyenne/tous-les-horaires,,paris.fr,"['meeting_rooms', 'wifi']",,medium,91,2026-06-19
IDF-MVAC-018,MVAC 20e arrondissement,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,MVAC,20,20,Gratuit ; Free for registered associations,95,https://www.paris.fr/lieux/maisons-de-la-vie-associative-et-citoyenne/tous-les-horaires,,paris.fr,"['meeting_rooms', 'wifi', 'coworking_space']",,medium,91,2026-06-19
IDF-INST-019,La Fabrique de la Solidarité,Paris,75,"8, rue de la Banque",48.866835,2.340451,0.96371,8 Rue de la Banque 75002 Paris,institutional,20,20,"Gratuit ; Free spaces for solidarity actors, public meetings, associative permanences.",95,https://www.paris.fr/pages/la-fabrique-de-la-solidarite-6389,fabrique-solidarite@paris.fr,paris.fr,"['meeting_rooms', 'conference_rooms', 'coworking_space', 'projection']",,medium,88,2026-06-19
IDF-INST-020,La Maison Étudiante,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,institutional,20,20,Gratuit ; Free services and practical spaces for student project leaders and associations,95,https://maison-etudiante.paris/,,maison-etudiante.paris,"['salle_repetition', 'plateau_tournage', 'studio_son', 'salles_reunion', 'salle_montage', 'espace_exposition']",,medium,83,2026-06-19
IDF-INST-021,Le Kiosque Citoyen (12e),Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,institutional,15,15,Gratuit ; Indoor capacity up to 15 people; outdoor space for animations.,95,https://www.paris.fr/pages/locaux-a-usage-ponctuel-5406,kiosquecitoyen12@gmail.com,paris.fr,"['meeting_space_indoor_15_pers', 'outdoor_space']",,medium,88,2026-06-19
IDF-INST-022,FIAP - Jean Monnet,Paris,75,"30, rue Cabanis",48.830403,2.338153,0.973450909090909,30 Rue Cabanis 75014 Paris,institutional,20,20,"Tarif préférentiel associatif ; 20 meeting rooms, preferential rates for associations. Available evenings and school holidays.",75,http://www.fiap.paris/,,paris.fr,"['20_meeting_rooms', 'amphitheater_200_seats', 'av_equipment', 'sound_equipment']",,medium,77,2026-06-19
IDF-INST-023,AGECA,Paris,75,"177, rue de Charonne",48.856003,2.392208,0.9819818181818181,177 Rue de Charonne 75011 Paris,institutional,20,20,"Tarif préférentiel associatif ; 9 modular rooms (10 to 175 seats), preferential rates for Parisian associations.",55,http://www.ageca.org/,,paris.fr,"['9_modular_rooms', 'it_equipment', 'av_equipment']",,medium,71,2026-06-19
IDF-INST-024,Maison des Associations de Solidarité (MAS),Paris,75,"10-18, rue des Terres au curé",48.824323,2.372187,0.8111461983471073,18 Rue des Terres au Curé 75013 Paris,institutional,20,20,"Tarif modéré ; 8 rooms (5 to 400 capacity). WiFi, screens, video projectors, paperboards. Rooms: La Boutique (30m²-~15p), La Fabrique (48m²-~16p), L'Usine (50m²-~18p).",90,https://mas-paris.fr,,paris.fr/mas-paris.fr,"['8_rooms', 'wifi', 'screens', 'video_projectors', 'paperboards', 'hf_mics']",,medium,82,2026-06-19
IDF-INST-025,Les Canaux (Maison des économies solidaires et innovantes),Paris,75,"6, quai de la Seine",48.884656,2.370645,0.9797190909090908,6 Quai de la Seine 75019 Paris,institutional,20,20,Gratuit ; Free hosting for events/meetings for solidarity and innovative economy actors.,95,https://www.paris.fr/pages/locaux-a-usage-ponctuel-5406,,paris.fr,"['meeting_rooms', 'event_spaces']",,medium,83,2026-06-19
IDF-CPA-026,Centre Paris Anim' Marc Sangnier,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,paris_anim,20,20,"Tarif préférentiel associatif ; Aide jeune création: 59€ forfait for 2-month rehearsal room rental. Associative: priority, reduced rates. Commercial: higher rate.",50,https://marcsangnier.aniapp.fr/-/mise-a-disposition,,paris.fr,"['meeting_rooms', 'rehearsal_spaces']",,medium,78,2026-06-19
IDF-CPA-027,Centre Paris Anim' Mado Robin,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,paris_anim,20,20,"Tarif préférentiel ; Salle polyvalente: 60m², up to 25 people for meetings.",50,https://cpa-madorobin.ifac.asso.fr/location-despaces,,paris.fr,"['salle_polyvalente_60m2', 'plateau_70m2', '4_pmr_seats']",,medium,78,2026-06-19
IDF-CPA-028,Centre Paris Anim' Place des Fêtes,Paris,75,"2-4, rue des Lilas",48.878193,2.395791,0.8110807438016528,4 Rue des Lilas 75019 Paris,paris_anim,20,20,Gratuit pour associations du quartier ; Free for neighborhood associations if spaces available. 9€/hour + 30€ annual membership for others.,95,https://mpdf.fr/autres-salles-disponibles-dans-quartier,01 40 18 76 45 ; pladesfetes@ligueparis.org,mpdf.fr,"['meeting_room_40_pers', 'video_projector']",,medium,96,2026-06-19
IDF-CPA-029,Centre Paris Anim' Maison des Ensembles,Paris,75,"3-5, rue d'Aligre",48.848216,2.377392,0.8052233766233765,5 Rue d'Aligre 75012 Paris,paris_anim,20,20,Tarif préférentiel ; Preferential rates for associations,50,https://www.paris.fr/lieux/centre-paris-anim-maison-des-ensembles-6702,,paris.fr,"['meeting_rooms', 'activity_spaces']",,medium,78,2026-06-19
IDF-CPA-030,Centre Paris Anim' Binet,Paris,75,"28, avenue de la Porte de Montmartre",48.900156,2.335995,0.9753390909090908,28 Avenue de la Porte de Montmartre 75018 Paris,paris_anim,20,20,Tarif préférentiel ; Preferential rates for associations,50,https://www.paris.fr/lieux/centre-paris-anim-binet-1119,,paris.fr,"['recording_studio', 'photo_lab', 'av_room', 'dance_room', 'dojo', 'arts_room', '2_classrooms', 'piano_room', 'exhibition_space', 'youth_space']",,medium,78,2026-06-19
IDF-CPA-031,Centre Paris Anim' 13e - Ligue de Paris,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,paris_anim,20,20,"Variable ; Spaces 20-40m² from 20€, spaces 40-80m² from 48€, spaces 80-180m².",50,https://ligueo.ligueparis.org/cpa13/-/mise-a-disposition-de-locaux,,ligueparis.org,['variable_sized_rooms'],,medium,78,2026-06-19
IDF-SALLE-032,Salle Châteaubriant (Mairie 14e - Salles Municipales),Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,municipal_hall,20,20,Tarif municipal ; Municipal rates for associative rental. 73 m² capacity 20 persons.,75,https://cdn.paris.fr/paris/2023/01/18/catalogue-salles-municipales-mairie-14-YajY.pdf,,paris.fr PDF catalogue,,,medium,85,2026-06-19
IDF-INST-033,Le NUMA (Coworking Gratuit),Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,coworking_free,10,10,"Gratuit ; Free open-plan coworking, no reservation needed. Open to all entrepreneurs/innovators.",95,https://paris.numa.co/coworking-et-communautes/,,paris.fr,"['open_coworking', 'wifi']",,medium,91,2026-06-19
IDF-DEPT-034,Maison de la vie associative - Saint-Denis (93),Saint-Denis,93,,47.867888,2.137679,0.3330109090909091,Avenue de la Bône 45550 Saint-Denis-de-l'Hôtel,municipal_assoc,20,20,Gratuit pour associations ; Free room provision for associations (gratuite). Annual and one-off reservations available.,95,https://www.saintdenis.fr/association-reserver-salle,,saintdenis.fr,['meeting_rooms'],,medium,88,2026-06-19
IDF-DEPT-035,Salle municipale - Saint-Ouen-sur-Seine (93),Saint-Ouen-sur-Seine,93,,48.903526,2.336101,0.4819214285714286,Rue des Bons Enfants 93400 Saint-Ouen-sur-Seine,municipal_assoc,20,20,"200€/jour (lun-jeu), 500€/weekend (ven-dim) ; Municipal rental rates for Saint-Ouen residents.",30,https://www.saint-ouen.fr/vie-quotidienne/location-de-salle-municipale,,saint-ouen.fr,,,medium,69,2026-06-19
