id,name,city,department,address,lat,lon,geocode_score,geocode_label,category,capacity_text,capacity_max_detected,price_text,price_score,website,contact,source_url,pros,cons,confidence,fit_score,last_checked
IDF-MVAC-011,MVAC 14e arrondissement,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,MVAC,20,20,Gratuit ; Free for registered associations,95,https://www.paris.fr/lieux/maisons-de-la-vie-associative-et-citoyenne/tous-les-horaires,,paris.fr,"['meeting_rooms', 'coworking_space', 'wifi']",,medium,91,2026-06-19
IDF-MVAC-012,MVAC 15e arrondissement,Paris,75,"22, rue de la Saïda",48.831832,2.295756,0.9758181818181817,22 Rue de la Saïda 75015 Paris,MVAC,20,20,"Gratuit ; Free for registered associations. Photocopier, free-access computers.",95,https://www.paris.fr/lieux/maison-de-la-vie-associative-et-citoyenne-du-15e-arrondissement-3286,01 45 30 31 31 ; maison.asso.15@paris.fr,paris.fr,"['meeting_rooms', 'photocopier', 'computers_free_access', 'wifi', 'defibrillator']",,medium,96,2026-06-19
IDF-MVAC-013,MVAC 16e arrondissement,Paris,75,"14, avenue René Boylesve",48.856543,2.28418,0.9727999999999999,14 Avenue René Boylesve 75016 Paris,MVAC,20,20,Gratuit ; Free for registered associations,95,https://mairie16.paris.fr/pages/la-maison-des-associations-du-16eme-11409,maison.asso.16@paris.fr,paris.fr,"['meeting_rooms', 'wifi', 'coworking_space']",,medium,96,2026-06-19
IDF-MVAC-014,MVAC 17e arrondissement,Paris,75,"25, rue Lantiez",48.895031,2.323751,0.9771536363636364,25 Rue Lantiez 75017 Paris,MVAC,20,20,Gratuit ; Free for registered associations,95,https://mairie17.paris.fr/pages/la-maison-de-la-vie-associative-et-citoyenne-12013,,paris.fr,"['meeting_rooms', 'wifi', 'coworking_space']",,medium,91,2026-06-19
IDF-MVAC-015,MVAC 18e arrondissement,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,MVAC,20,20,Gratuit ; Free for registered associations,95,https://www.paris.fr/lieux/maisons-de-la-vie-associative-et-citoyenne/tous-les-horaires,,paris.fr,"['meeting_rooms', 'wifi', 'coworking_space']",,medium,91,2026-06-19
IDF-MVAC-016,MVAC 19e - CAPLA (Cabanon de la Place des Fêtes),Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,MVAC,20,20,Gratuit ; Free for registered associations,95,https://www.paris.fr/lieux/maisons-de-la-vie-associative-et-citoyenne/tous-les-horaires,,paris.fr,"['meeting_rooms', 'wifi']",,medium,91,2026-06-19
IDF-MVAC-017,MVAC 19e - Maison du Combattant,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,MVAC,20,20,Gratuit ; Free for registered associations,95,https://www.paris.fr/lieux/maisons-de-la-vie-associative-et-citoyenne/tous-les-horaires,,paris.fr,"['meeting_rooms', 'wifi']",,medium,91,2026-06-19
IDF-MVAC-018,MVAC 20e arrondissement,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,MVAC,20,20,Gratuit ; Free for registered associations,95,https://www.paris.fr/lieux/maisons-de-la-vie-associative-et-citoyenne/tous-les-horaires,,paris.fr,"['meeting_rooms', 'wifi', 'coworking_space']",,medium,91,2026-06-19
IDF-INST-019,La Fabrique de la Solidarité,Paris,75,"8, rue de la Banque",48.866835,2.340451,0.96371,8 Rue de la Banque 75002 Paris,institutional,20,20,"Gratuit ; Free spaces for solidarity actors, public meetings, associative permanences.",95,https://www.paris.fr/pages/la-fabrique-de-la-solidarite-6389,fabrique-solidarite@paris.fr,paris.fr,"['meeting_rooms', 'conference_rooms', 'coworking_space', 'projection']",,medium,88,2026-06-19
IDF-INST-020,La Maison Étudiante,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,institutional,20,20,Gratuit ; Free services and practical spaces for student project leaders and associations,95,https://maison-etudiante.paris/,,maison-etudiante.paris,"['salle_repetition', 'plateau_tournage', 'studio_son', 'salles_reunion', 'salle_montage', 'espace_exposition']",,medium,83,2026-06-19
IDF-INST-021,Le Kiosque Citoyen (12e),Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,institutional,15,15,Gratuit ; Indoor capacity up to 15 people; outdoor space for animations.,95,https://www.paris.fr/pages/locaux-a-usage-ponctuel-5406,kiosquecitoyen12@gmail.com,paris.fr,"['meeting_space_indoor_15_pers', 'outdoor_space']",,medium,88,2026-06-19
IDF-INST-022,FIAP - Jean Monnet,Paris,75,"30, rue Cabanis",48.830403,2.338153,0.973450909090909,30 Rue Cabanis 75014 Paris,institutional,20,20,"Tarif préférentiel associatif ; 20 meeting rooms, preferential rates for associations. Available evenings and school holidays.",75,http://www.fiap.paris/,,paris.fr,"['20_meeting_rooms', 'amphitheater_200_seats', 'av_equipment', 'sound_equipment']",,medium,77,2026-06-19
IDF-INST-023,AGECA,Paris,75,"177, rue de Charonne",48.856003,2.392208,0.9819818181818181,177 Rue de Charonne 75011 Paris,institutional,20,20,"Tarif préférentiel associatif ; 9 modular rooms (10 to 175 seats), preferential rates for Parisian associations.",55,http://www.ageca.org/,,paris.fr,"['9_modular_rooms', 'it_equipment', 'av_equipment']",,medium,71,2026-06-19
IDF-INST-024,Maison des Associations de Solidarité (MAS),Paris,75,"10-18, rue des Terres au curé",48.824323,2.372187,0.8111461983471073,18 Rue des Terres au Curé 75013 Paris,institutional,20,20,"Tarif modéré ; 8 rooms (5 to 400 capacity). WiFi, screens, video projectors, paperboards. Rooms: La Boutique (30m²-~15p), La Fabrique (48m²-~16p), L'Usine (50m²-~18p).",90,https://mas-paris.fr,,paris.fr/mas-paris.fr,"['8_rooms', 'wifi', 'screens', 'video_projectors', 'paperboards', 'hf_mics']",,medium,82,2026-06-19
IDF-INST-025,Les Canaux (Maison des économies solidaires et innovantes),Paris,75,"6, quai de la Seine",48.884656,2.370645,0.9797190909090908,6 Quai de la Seine 75019 Paris,institutional,20,20,Gratuit ; Free hosting for events/meetings for solidarity and innovative economy actors.,95,https://www.paris.fr/pages/locaux-a-usage-ponctuel-5406,,paris.fr,"['meeting_rooms', 'event_spaces']",,medium,83,2026-06-19
IDF-CPA-026,Centre Paris Anim' Marc Sangnier,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,paris_anim,20,20,"Tarif préférentiel associatif ; Aide jeune création: 59€ forfait for 2-month rehearsal room rental. Associative: priority, reduced rates. Commercial: higher rate.",50,https://marcsangnier.aniapp.fr/-/mise-a-disposition,,paris.fr,"['meeting_rooms', 'rehearsal_spaces']",,medium,78,2026-06-19
IDF-CPA-027,Centre Paris Anim' Mado Robin,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,paris_anim,20,20,"Tarif préférentiel ; Salle polyvalente: 60m², up to 25 people for meetings.",50,https://cpa-madorobin.ifac.asso.fr/location-despaces,,paris.fr,"['salle_polyvalente_60m2', 'plateau_70m2', '4_pmr_seats']",,medium,78,2026-06-19
IDF-CPA-028,Centre Paris Anim' Place des Fêtes,Paris,75,"2-4, rue des Lilas",48.878193,2.395791,0.8110807438016528,4 Rue des Lilas 75019 Paris,paris_anim,20,20,Gratuit pour associations du quartier ; Free for neighborhood associations if spaces available. 9€/hour + 30€ annual membership for others.,95,https://mpdf.fr/autres-salles-disponibles-dans-quartier,01 40 18 76 45 ; pladesfetes@ligueparis.org,mpdf.fr,"['meeting_room_40_pers', 'video_projector']",,medium,96,2026-06-19
IDF-CPA-029,Centre Paris Anim' Maison des Ensembles,Paris,75,"3-5, rue d'Aligre",48.848216,2.377392,0.8052233766233765,5 Rue d'Aligre 75012 Paris,paris_anim,20,20,Tarif préférentiel ; Preferential rates for associations,50,https://www.paris.fr/lieux/centre-paris-anim-maison-des-ensembles-6702,,paris.fr,"['meeting_rooms', 'activity_spaces']",,medium,78,2026-06-19
IDF-CPA-030,Centre Paris Anim' Binet,Paris,75,"28, avenue de la Porte de Montmartre",48.900156,2.335995,0.9753390909090908,28 Avenue de la Porte de Montmartre 75018 Paris,paris_anim,20,20,Tarif préférentiel ; Preferential rates for associations,50,https://www.paris.fr/lieux/centre-paris-anim-binet-1119,,paris.fr,"['recording_studio', 'photo_lab', 'av_room', 'dance_room', 'dojo', 'arts_room', '2_classrooms', 'piano_room', 'exhibition_space', 'youth_space']",,medium,78,2026-06-19
IDF-CPA-031,Centre Paris Anim' 13e - Ligue de Paris,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,paris_anim,20,20,"Variable ; Spaces 20-40m² from 20€, spaces 40-80m² from 48€, spaces 80-180m².",50,https://ligueo.ligueparis.org/cpa13/-/mise-a-disposition-de-locaux,,ligueparis.org,['variable_sized_rooms'],,medium,78,2026-06-19
IDF-SALLE-032,Salle Châteaubriant (Mairie 14e - Salles Municipales),Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,municipal_hall,20,20,Tarif municipal ; Municipal rates for associative rental. 73 m² capacity 20 persons.,75,https://cdn.paris.fr/paris/2023/01/18/catalogue-salles-municipales-mairie-14-YajY.pdf,,paris.fr PDF catalogue,,,medium,85,2026-06-19
IDF-INST-033,Le NUMA (Coworking Gratuit),Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,coworking_free,10,10,"Gratuit ; Free open-plan coworking, no reservation needed. Open to all entrepreneurs/innovators.",95,https://paris.numa.co/coworking-et-communautes/,,paris.fr,"['open_coworking', 'wifi']",,medium,91,2026-06-19
IDF-DEPT-034,Maison de la vie associative - Saint-Denis (93),Saint-Denis,93,,47.867888,2.137679,0.3330109090909091,Avenue de la Bône 45550 Saint-Denis-de-l'Hôtel,municipal_assoc,20,20,Gratuit pour associations ; Free room provision for associations (gratuite). Annual and one-off reservations available.,95,https://www.saintdenis.fr/association-reserver-salle,,saintdenis.fr,['meeting_rooms'],,medium,88,2026-06-19
IDF-DEPT-035,Salle municipale - Saint-Ouen-sur-Seine (93),Saint-Ouen-sur-Seine,93,,48.903526,2.336101,0.4819214285714286,Rue des Bons Enfants 93400 Saint-Ouen-sur-Seine,municipal_assoc,20,20,"200€/jour (lun-jeu), 500€/weekend (ven-dim) ; Municipal rental rates for Saint-Ouen residents.",30,https://www.saint-ouen.fr/vie-quotidienne/location-de-salle-municipale,,saint-ouen.fr,,,medium,69,2026-06-19
IDF-DEPT-036,Maison des Associations Saint-Germanoises (MAS) - Saint-Germain-en-Laye (78),Saint-Germain-en-Laye,78,,48.898266,2.094204,0.4908857716701902,Rue des Bons Enfants 78100 Saint-Germain-en-Laye,municipal_assoc,20,20,Tarif associatif ; Association rates for room rental,50,,,jds.fr,['meeting_rooms'],,medium,71,2026-06-19
IDF-DEPT-037,Maison des Associations - Aubergenville (78),Aubergenville,78,"25, route de 40 sous",48.962326,1.855533,0.7992620320855613,25 Route des 40 sous 78410 Aubergenville,municipal_assoc,20,20,Tarif associatif ; Municipal room rental rates for associations,50,,07 68 65 84 22 ; danse.ada@gmail.com,rdvdanse.fr,['meeting_hall'],,medium,76,2026-06-19
IDF-DEPT-038,Maison des Associations - Saint-Maur-des-Fossés (94),Saint-Maur-des-Fossés,94,"2, avenue du Maréchal Lyautey",48.792845,2.486568,0.9720954545454544,2 Avenue du Maréchal Lyautey 94100 Saint-Maur-des-Fossés,municipal_assoc,20,20,Tarif associatif ; Association room rental rates,50,,,citoyens.com,['meeting_rooms'],,medium,75,2026-06-19
IDF-DEPT-039,Maison des Associations - Pontoise (95),Pontoise,95,,47.590678,2.136874,0.3912827272727272,None Pontibault 41600 Chaon,municipal_assoc,20,20,Tarif municipal ; Municipal room rental rates for associations,50,,,open data,['meeting_rooms'],,medium,71,2026-06-19
IDF-DEPT-040,Maison des Associations - Savigny-le-Temple (77),Savigny-le-Temple,77,Place du Miroir d'eau,48.602745,2.567553,0.9655727272727272,Place du Miroir d’Eau 77176 Savigny-le-Temple,municipal_assoc,20,20,Tarif municipal ; Municipal room rental for associations,50,,,messes.info,['meeting_rooms'],,medium,71,2026-06-19
IDF-NEO-041,The Working Loft - Salle de réunion,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,aggregation_platform,16,16,Variable ; Meeting room for 16 people,50,https://www.neo-nomade.com/s/ile-de-france/salle-reunion-formation-location,,neo-nomade.com,['meeting_room'],,medium,60,2026-06-19
IDF-NEO-042,Centrale Affaires - Salle B5,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,aggregation_platform,19,19,Variable ; Meeting/training room for 19 people,50,https://www.neo-nomade.com/s/ile-de-france/salle-reunion-formation-location,,neo-nomade.com,"['meeting_room', 'training_equipment']",,medium,60,2026-06-19
IDF-NEO-043,Centrale Affaires - LA CENTRALE,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,aggregation_platform,20,20,Variable ; Large connected meeting room (90 max but can be configured small),50,https://www.neo-nomade.com/s/ile-de-france/salle-reunion-formation-location,,neo-nomade.com,"['connected_meeting_rooms', 'av_equipment']",,medium,60,2026-06-19
IDF-NEO-044,Centrale Affaires - Salle B15,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,aggregation_platform,17,17,Variable ; Meeting/training room for 17 people,50,https://www.neo-nomade.com/s/ile-de-france/salle-reunion-formation-location,,neo-nomade.com,"['meeting_room', 'training_equipment']",,medium,60,2026-06-19
IDF-NEO-045,Dixheuresdix La Varenne - Salle de réunion/form.,La Varenne,94,,47.612754,2.163266,0.6425909090909091,None la Varanne 41600 Chaon,aggregation_platform,8,8,Variable ; Small meeting/training room for 8 people,90,https://www.neo-nomade.com/s/ile-de-france/salle-reunion-formation-location,,neo-nomade.com,['meeting_room'],,medium,74,2026-06-19
IDF-NEO-046,Today Coworking Bailly-Romainvilliers - Salle réunion 1,Bailly-Romainvilliers,77,,48.848981,2.815171,0.6897845454545455,Bailly-Romainvilliers,aggregation_platform,6,6,Variable ; Small meeting room for 6 people,50,https://www.neo-nomade.com/s/ile-de-france/salle-reunion-formation-location,,neo-nomade.com,['meeting_room'],,medium,58,2026-06-19
IDF-NEO-047,Today Coworking Bailly-Romainvilliers - Salle réunion 2,Bailly-Romainvilliers,77,,48.848981,2.815171,0.6897845454545455,Bailly-Romainvilliers,aggregation_platform,6,6,Variable ; Small meeting room for 6 people,50,https://www.neo-nomade.com/s/ile-de-france/salle-reunion-formation-location,,neo-nomade.com,['meeting_room'],,medium,58,2026-06-19
IDF-NEO-048,Coworking Co-loc - Salle de réunion,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,aggregation_platform,5,5,Variable ; Small meeting room for 5 people,50,https://www.neo-nomade.com/s/ile-de-france/salle-reunion-formation-location,,neo-nomade.com,['meeting_room'],,medium,65,2026-06-19
IDF-NEO-049,Facility Center - Salle PARIS,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,aggregation_platform,16,16,Variable ; Meeting room for 16 people,50,https://www.neo-nomade.com/s/ile-de-france/salle-reunion-formation-location,,neo-nomade.com,['meeting_room'],,medium,60,2026-06-19
IDF-NEO-050,Facility Center - Salle ROME,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,aggregation_platform,16,16,Variable ; Meeting room for 16 people,50,https://www.neo-nomade.com/s/ile-de-france/salle-reunion-formation-location,,neo-nomade.com,['meeting_room'],,medium,60,2026-06-19
IDF-NEO-051,Facility Center - Salle DUBLIN,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,aggregation_platform,10,10,Variable ; Meeting room for 10 people,50,https://www.neo-nomade.com/s/ile-de-france/salle-reunion-formation-location,,neo-nomade.com,['meeting_room'],,medium,65,2026-06-19
IDF-NEO-052,Facility Center - Salle MILAN,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,aggregation_platform,16,16,Variable ; Meeting room for 16 people,50,https://www.neo-nomade.com/s/ile-de-france/salle-reunion-formation-location,,neo-nomade.com,['meeting_room'],,medium,60,2026-06-19
IDF-NEO-053,Facility Center - Salle ATHÈNES,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,aggregation_platform,14,14,Variable ; Meeting room for 14 people,50,https://www.neo-nomade.com/s/ile-de-france/salle-reunion-formation-location,,neo-nomade.com,['meeting_room'],,medium,60,2026-06-19
IDF-NEO-054,Rayon Vincennes - HIPPODROME,Vincennes,94,,44.207346,0.648242,0.3355504347826087,Rue Raymond Vincent 47240 Bon-Encontre,aggregation_platform,8,8,Variable ; Meeting room for 8 people,90,https://www.neo-nomade.com/s/ile-de-france/salle-reunion-formation-location,,neo-nomade.com,['meeting_room'],,medium,74,2026-06-19
IDF-NEO-055,Rayon Vincennes - CHÂTEAU,Vincennes,94,,44.207346,0.648242,0.3355504347826087,Rue Raymond Vincent 47240 Bon-Encontre,aggregation_platform,6,6,Variable ; Meeting room for 6 people,50,https://www.neo-nomade.com/s/ile-de-france/salle-reunion-formation-location,,neo-nomade.com,['meeting_room'],,medium,62,2026-06-19
IDF-NEO-056,Annexx Noisy-le-Sec - Salle de réunion,Noisy-le-Sec,93,,48.891485,2.456745,0.6062599999999999,Noisy-le-Sec,aggregation_platform,14,14,Variable ; Meeting room for 14 people,50,https://www.neo-nomade.com/s/ile-de-france/salle-reunion-formation-location,,neo-nomade.com,['meeting_room'],,medium,57,2026-06-19
IDF-NEO-057,Espace Openspot 93 (CCI Seine-Saint-Denis) - Salles réunion,Seine-Saint-Denis,93,,48.903526,2.336101,0.34425909090909085,Rue des Bons Enfants 93400 Saint-Ouen-sur-Seine,aggregation_platform,20,20,Variable ; Meeting room for 20 people,75,https://www.neo-nomade.com/s/ile-de-france/salle-reunion-formation-location,,neo-nomade.com,['meeting_room'],,medium,64,2026-06-19
IDF-NEO-058,Espace Openspot 93 (CCI) - Salle LES DIGITEURS,Seine-Saint-Denis,93,,48.903526,2.336101,0.34425909090909085,Rue des Bons Enfants 93400 Saint-Ouen-sur-Seine,aggregation_platform,15,15,Variable ; Meeting room for 15 people,50,https://www.neo-nomade.com/s/ile-de-france/salle-reunion-formation-location,,neo-nomade.com,['meeting_room'],,medium,57,2026-06-19
IDF-ZIP-059,Cloud Business Center - Salle réunion,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,aggregation_platform,20,20,55€ HT/pers (formule Réunion) ; Budget option. 8-30 people small committees. Near Bourse.,75,https://www.zipcube.com/fr/salle-de-r%C3%A9union/paris,,zipcube.com,"['auditorium_198_seats', '4k_projection', 'electronic_voting', '6_language_translation']",,medium,67,2026-06-19
IDF-ZIP-060,Espace Saint-Antoine,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,aggregation_platform,20,20,dès 67€/jour (petites salles) ; Near Bastille. Small rooms from 67€/day.,50,https://www.zipcube.com/fr/salle-de-r%C3%A9union/paris,,zipcube.com,['meeting_rooms'],,medium,70,2026-06-19
IDF-ZIP-061,Maison des Polytechniciens - Salons intimistes,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,aggregation_platform,20,20,Moyen ; 15 salons on gardens and terraces. Small committees 8-30.,50,https://www.zipcube.com/fr/salle-de-r%C3%A9union/paris,,zipcube.com,"['15_salons', 'terraces', 'gardens']",,medium,60,2026-06-19
IDF-COCOON-062,Cocoon Pergolèse - Petit Parc,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,aggregation_platform,6,6,"dès 15€/ heure ; 11m² meeting room, from 15€/hour.",85,https://www.cocoon-space.com/salle-de-reunion/paris,contact@cocoon-space.com,cocoon-space.com,"['wifi', 'equipped_meeting_room', 'drinks_included']",,medium,91,2026-06-19
IDF-COCOON-063,Cocoon Honoré - Adrien,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,aggregation_platform,6,6,"22€/heure ; 12m² room at 22€/hour, or 176€/day.",75,https://www.cocoon-space.com/venues/honore,,cocoon-space.com,"['wifi', 'equipped_room', 'drinks']",,medium,82,2026-06-19
IDF-COCOON-064,Cocoon Saint-Denis - Martin,Saint-Denis,93,,47.867888,2.137679,0.3330109090909091,Avenue de la Bône 45550 Saint-Denis-de-l'Hôtel,aggregation_platform,4,4,"Variable (~15€/h) ; 13m² meeting room, near La Défense.",85,https://www.cocoon-space.com/paris,,cocoon-space.com,"['wifi', 'meeting_room']",,medium,83,2026-06-19
IDF-COCOON-065,Cocoon Saint-Denis - Liliane,Saint-Denis,93,,47.867888,2.137679,0.3330109090909091,Avenue de la Bône 45550 Saint-Denis-de-l'Hôtel,aggregation_platform,10,10,Variable (~30€/h) ; 23m² meeting room.,75,https://www.cocoon-space.com/paris,,cocoon-space.com,"['wifi', 'meeting_room']",,medium,79,2026-06-19
IDF-COCOON-066,Cocoon Saint-Denis - Milou,Saint-Denis,93,,47.867888,2.137679,0.3330109090909091,Avenue de la Bône 45550 Saint-Denis-de-l'Hôtel,aggregation_platform,12,12,Variable (~30€/h) ; 26m² meeting room.,75,https://www.cocoon-space.com/paris,,cocoon-space.com,"['wifi', 'meeting_room']",,medium,74,2026-06-19
IDF-COCOON-067,Cocoon Saint-Denis - Denis,Saint-Denis,93,,47.867888,2.137679,0.3330109090909091,Avenue de la Bône 45550 Saint-Denis-de-l'Hôtel,aggregation_platform,16,16,Variable (~45€/h) ; 45m² meeting room.,50,https://www.cocoon-space.com/paris,,cocoon-space.com,"['wifi', 'meeting_room']",,medium,67,2026-06-19
IDF-GN-068,Gare Numérique - Salle petite vitesse,,93,,,,,,aggregation_platform,7,7,36€ TTC / 2h ; 7-person meeting room. 36€ for 2 hours.,50,https://garenumerique.fr/nos-espaces/salles-de-reunion.html,,garenumerique.fr,"['meeting_room_7_pers', 'wifi']",,medium,72,2026-06-19
IDF-GN-069,Gare Numérique - Grande salle,,93,,,,,,aggregation_platform,14,14,48€ TTC / 2h ; 14-person meeting room. 48€ for 2 hours.,50,https://garenumerique.fr/nos-espaces/salles-de-reunion.html,,garenumerique.fr,"['meeting_room_14_pers', 'wifi']",,medium,67,2026-06-19
IDF-MISC-070,EspacesRéunion.com - Paris Gare du Nord,Paris,75,"43, rue de Dunkerque",48.880848,2.350643,0.9731299999999999,43 Rue de Dunkerque 75010 Paris,aggregation_platform,20,20,"Variable ; 7 climatised rooms, 16-70m², capacity 2-26 in U-shape.",50,https://www.espacesreunion.com,01 84 79 01 90,espacesreunion.com,"['7_rooms', 'air_conditioning', 'wifi']",,medium,65,2026-06-19
IDF-KAKTUS-071,Chambre de Commerce Franco-Portugaise - Salle de réunion,Paris,75,,48.888055,2.343527,0.3734346753246753,Rue de la Bonne 75018 Paris,aggregation_platform,20,20,Variable ; Meeting room up to 30 people in 14th arrondissement.,75,https://www.kactus.com/fr/lieux/salle-de-reunion-de-la-chambre-de-commerce-franco-portugaise,,kactus.com,['meeting_room'],,medium,67,2026-06-19
