actionability_score,activity_tags,address,aggregator_child_links_count,aggregator_domain,candidate_id,candidate_status,capacity_text,category,city,confidence_score,constraints_tags,contact,dedupe_key,department,description,duplicate_of,email_questions,evidence_text,fit_beyond_score,formal_address_source,formal_capacity_source,formal_completeness_score,formal_contact_source,formal_evidence_text,formal_extraction_status,formal_page_title,formal_price_source,formal_scrape_checked_at,formal_scrape_content_type,formal_scrape_http_status,geocode_candidate_label,geocode_candidate_score,geocode_status,is_aggregator,last_seen_at,lat,lon,match_reasons,match_score,matches_json,missing_formal_fields,name,normalized_name,parent_aggregator_name,parent_aggregator_url,price_text,rental_decision_needed,rental_email_question,rental_negative_signals,rental_positive_signals,rental_possible_confidence,rental_possible_status,score_reasons,source_confidence,source_record_id,source_type,source_url,space_tags,target_run,website
55,[],"34 rue de la Montagne Sainte-Geneviève""",0,studiolenvol.com,cand_cours_c509c4efd0,new,,needs_classification,Montrouge,35,[],contact@studiolenvol.com; +33 6 63 70 30 15; 06 63 70 30 15,studiolenvol.com/cours-danse.html,92,Lien extrait depuis agrégateur https://www.studiolenvol.com/location-salle-paris.html: Location de Salles à Paris 5e  Lien enfant extrait depuis agrégateur: https://www.studiolenvol.com/location-salle-paris.html  cours,,"Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",Lien enfant extrait depuis agrégateur: https://www.studiolenvol.com/location-salle-paris.html,30,scraped_page,,2,scraped_page,"Cours de Danse à Paris 5e | Tous Niveaux | Studio l’Envol { ""@context"": ""https://schema.org"", ""@type"": [""LocalBusiness"", ""Place"", ""DanceStudio""], ""name"": ""Studio l'Envol"", ""url"": ""https://www.studiolenvol.com"", ""logo"": ""https://www.studiolenvol.com/img/logo_carre.webp"", ""description"": ""Studio l'Envol à Paris : cours de danse, barre au sol, yoga... Débutants bienvenus !"", ""address"": { ""@type"": ""PostalAddress"", ""streetAddress"": ""34 rue de la Montagne Sainte-Geneviève"", ""addressLocality"": ""Paris"", ""postalCode"": ""75005"", ""addressCountry"": ""FR"" }, ""geo"": { ""@type"": ""GeoCoordinates"", ""latitude"": ""48.848025"", ""longitude"": ""2.345830"" }, ""contactPoint"": { ""@type"": ""ContactPoint"", ""telephone"": ""+33 6 63 70 30 15"", ""contactType"": ""customer service"", ""email"": ""contact@studiolenvol.com"" }, ""openingHoursSpecification"": [ { ""@type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wedne",scraped,Cours de Danse à Paris 5e | Tous Niveaux | Studio l’Envol,,2026-06-20T07:01:02+00:00,text/html,200,,,geocoded_ban,no,2026-06-20,48.848044,2.348449,,,[],"prix, capacité",cours,cours,Location de Salles à Paris 5e,https://www.studiolenvol.com/location-salle-paris.html,,no,"Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",cours de danse,location de salle; location de salles,high,possible,"['contact direct', 'adresse', 'site web']",low,src_https-www-studiolenvol-com-cours-dan_efe35813ae,aggregator_child_link,https://www.studiolenvol.com/cours-danse.html,[],banlieue_sud_20260620,https://www.studiolenvol.com/cours-danse.html
85,['dance'],"34 rue de la Montagne Sainte-Geneviève""",0,studiolenvol.com,cand_evjf-h-danse_3ba8bfba00,new,15 personnes,studio_danse,Montrouge,35,[],contact@studiolenvol.com; +33 6 63 70 30 15; 06 63 70 30 15,studiolenvol.com/evjf-danse-paris.html,92,Lien extrait depuis agrégateur https://www.studiolenvol.com/location-salle-paris.html: Location de Salles à Paris 5e  Lien enfant extrait depuis agrégateur: https://www.studiolenvol.com/location-salle-paris.html  evjf/h dansé,,"Aucun champ formel manquant détecté; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",Lien enfant extrait depuis agrégateur: https://www.studiolenvol.com/location-salle-paris.html,74,scraped_page,scraped_page,4,scraped_page,"EVJF à Paris | Cours de Danse Festif | Studio l’Envol { ""@context"": ""https://schema.org"", ""@graph"": [ { ""@type"": [""LocalBusiness"", ""DanceStudio""], ""name"": ""Studio l'Envol"", ""url"": ""https://www.studiolenvol.com"", ""logo"": ""https://www.studiolenvol.com/img/logo_carre.webp"", ""description"": ""Studio l'Envol à Paris : cours de danse, barre au sol, yoga... Débutants bienvenus !"", ""address"": { ""@type"": ""PostalAddress"", ""streetAddress"": ""34 rue de la Montagne Sainte-Geneviève"", ""addressLocality"": ""Paris"", ""postalCode"": ""75005"", ""addressCountry"": ""FR"" }, ""geo"": { ""@type"": ""GeoCoordinates"", ""latitude"": 48.848025, ""longitude"": 2.345830 }, ""contactPoint"": { ""@type"": ""ContactPoint"", ""telephone"": ""+33 6 63 70 30 15"", ""contactType"": ""customer service"", ""email"": ""contact@studiolenvol.com"" }, ""openingHoursSpecification"": { ""@type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday""",scraped,EVJF à Paris | Cours de Danse Festif | Studio l’Envol,scraped_page,2026-06-20T07:01:02+00:00,text/html,200,,,geocoded_ban,no,2026-06-20,48.848044,2.348449,,,[],,evjf/h dansé,evjf h danse,Location de Salles à Paris 5e,https://www.studiolenvol.com/location-salle-paris.html,250 €,no,"Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",cours de danse,location de salle; location de salles,high,possible,"['activité dance +18', 'catégorie studio_danse +22', 'preuve + danse', 'contact direct', 'prix connu', 'capacité connue', 'adresse', 'site web']",low,src_https-www-studiolenvol-com-evjf-dans_7b1fbae2d2,aggregator_child_link,https://www.studiolenvol.com/evjf-danse-paris.html,[],banlieue_sud_20260620,https://www.studiolenvol.com/evjf-danse-paris.html
70,[],"34 rue de la Montagne Sainte-Geneviève""",0,studiolenvol.com,cand_stages_a9c13e9a53,new,,needs_classification,Montrouge,35,[],classique@lib-arte.fr; +33663703015; 06 63 70 30 15,studiolenvol.com/stages-danse-classique-paris.html,92,Lien extrait depuis agrégateur https://www.studiolenvol.com/location-salle-paris.html: Location de Salles à Paris 5e  Lien enfant extrait depuis agrégateur: https://www.studiolenvol.com/location-salle-paris.html  stages,,"Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",Lien enfant extrait depuis agrégateur: https://www.studiolenvol.com/location-salle-paris.html,30,scraped_page,,3,scraped_page,"Stage danse classique adultes Paris | Été 2026 | Initiation et débutants { ""@context"": ""https://schema.org"", ""@graph"": [ { ""@type"": ""Organization"", ""@id"": ""https://www.studiolenvol.com/#organization"", ""name"": ""Association Lib'Arte"", ""url"": ""https://www.studiolenvol.com"", ""email"": ""classique@lib-arte.fr"" }, { ""@type"": [""DanceSchool"", ""LocalBusiness""], ""@id"": ""https://www.studiolenvol.com/#studio"", ""name"": ""Studio l'Envol"", ""url"": ""https://www.studiolenvol.com"", ""logo"": ""https://www.studiolenvol.com/img/logo_carre.webp"", ""image"": ""https://www.studiolenvol.com/img/ogstudio.jpg"", ""telephone"": ""+33663703015"", ""address"": { ""@type"": ""PostalAddress"", ""streetAddress"": ""34 rue de la Montagne Sainte-Geneviève"", ""addressLocality"": ""Paris"", ""postalCode"": ""75005"", ""addressCountry"": ""FR"" }, ""geo"": { ""@type"": ""GeoCoordinates"", ""latitude"": 48.848025, ""longitude"": 2.345830 }, ""sameAs"": [ ""https://www.face",scraped,Stage danse classique adultes Paris | Été 2026 | Initiation et débutants,scraped_page,2026-06-20T07:01:02+00:00,text/html,200,,,geocoded_ban,no,2026-06-20,48.848044,2.348449,,,[],capacité,stages,stages,Location de Salles à Paris 5e,https://www.studiolenvol.com/location-salle-paris.html,45 €; 80 €; 55 €; 95 €,no,"Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,location de salle; location de salles,high,possible,"['contact direct', 'prix connu', 'adresse', 'site web']",low,src_https-www-studiolenvol-com-stages-da_27830b369b,aggregator_child_link,https://www.studiolenvol.com/stages-danse-classique-paris.html,[],banlieue_sud_20260620,https://www.studiolenvol.com/stages-danse-classique-paris.html
85,[],10 Avenue Émile Zola Boulogne - Jean Jaurès Boulogne - Pont de Saint-Cloud Cardinal Lemoine Chardon,0,snapevent.fr,cand_seminaire-d-entreprise_dc7962d43f,new,100m²; 250m²; 500m²; 1000m²,needs_classification,Montrouge,35,[],f4e08f692823454b83bbb2fa18b79741@sentry.io; 01 76 42 02 10,snapevent.fr/location-de-salle/paris/seminaire,92,Lien extrait depuis agrégateur https://www.snapevent.fr/location-de-salle/paris/studio-montrouge-naama-4325: Le Studio Montrouge Naama : dispo et tarif pour événement  Lien enfant extrait depuis agrégateur: https://www.snapevent.fr/location-de-salle/paris/studio-montrouge-naama-4325  Séminaire d'entreprise,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,Lien enfant extrait depuis agrégateur: https://www.snapevent.fr/location-de-salle/paris/studio-montrouge-naama-4325,30,scraped_page,scraped_page,4,scraped_page,"Organiser un séminaire d’entreprise à Paris avec SnapEvent svg.icon { width: 1em; height: 1em; } window.dataLayer = window.dataLayer || []; window.dataLayer.push({'page_context': 'search' }); var appDataLayer = []; for (var i = 0; i window.dataLayer = window.dataLayer || []; function gtag(){window.dataLayer.push(arguments);} var gtmLoaded = false; function loadGTM() { if (gtmLoaded) return; gtmLoaded = true; (function(w,d,s,l,i){w[l]=w[l]||[];w[l].push({'gtm.start': new Date().getTime(),event:'gtm.js'});var f=d.getElementsByTagName(s)[0], j=d.createElement(s),dl=l!='dataLayer'?'&l='+l:'';j.async=true;j.src= 'https://www.googletagmanager.com/gtm.js?id='+i+dl;f.parentNode.insertBefore(j,f); })(window,document,'script','dataLayer','GTM-TPG8FL8'); } if ('requestIdleCallback' in window) { requestIdleCallback(loadGTM, { timeout: 2000 }); } else { setTimeout(loadGTM, 2000); } window.addEventLis",scraped,Organiser un séminaire d’entreprise à Paris avec SnapEvent,scraped_page,2026-06-20T07:01:02+00:00,text/html; charset=UTF-8,200,10 Boulevard Jean Jaurès 92100 Boulogne-Billancourt,0.31852186602870813,low_score,yes,2026-06-20,,,,,[],,Séminaire d'entreprise,seminaire d entreprise,Le Studio Montrouge Naama : dispo et tarif pour événement,https://www.snapevent.fr/location-de-salle/paris/studio-montrouge-naama-4325,000 €; 250 €; 900 €; 500 €,yes,Demander explicitement si une location/privatisation de salle est possible.,,,low,unclear,"['contact direct', 'prix connu', 'capacité connue', 'adresse', 'site web']",low,src_https-www-snapevent-fr-location-de-s_df3fe6e8ca,aggregator_child_link,https://www.snapevent.fr/location-de-salle/paris/seminaire,[],banlieue_sud_20260620,https://www.snapevent.fr/location-de-salle/paris/seminaire
10,[],,,privateaser.com,cand_aupra-dance-la-salle-fred-astaire_afc4def189,new,,needs_classification,Bagneux,35,[],,privateaser.com/lieu/5324-aupra-dance-salle-fred-astaire,92,Lien extrait depuis agrégateur https://www.privateaser.com/location-salle/top-salles-bagneux-92220: Les meilleures salles à louer  Lien enfant extrait depuis agrégateur: https://www.privateaser.com/location-salle/top-salles-bagneux-92220  Aupra Dance - La Salle Fred Astaire,,"Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",Lien enfant extrait depuis agrégateur: https://www.privateaser.com/location-salle/top-salles-bagneux-92220,30,,,0,,,fetch_failed,,,2026-06-20T07:01:02+00:00,HTTPError,,,,missing_address,yes,2026-06-20,,,,,[],"adresse précise, contact, prix, capacité",Aupra Dance - La Salle Fred Astaire,aupra dance la salle fred astaire,Les meilleures salles à louer,https://www.privateaser.com/location-salle/top-salles-bagneux-92220,,no,"Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,salle à louer,medium,possible,['site web'],low,src_https-www-privateaser-com-lieu-5324-_4e3c2d8219,aggregator_child_link,https://www.privateaser.com/lieu/5324-aupra-dance-salle-fred-astaire,[],banlieue_sud_20260620,https://www.privateaser.com/lieu/5324-aupra-dance-salle-fred-astaire
10,[],,,privateaser.com,cand_obtenir-un-devis_4092f45f20,new,,needs_classification,Bagneux,35,[],,privateaser.com/lieu/5323-aupra-dance-salle-gene-kelly,92,Lien extrait depuis agrégateur https://www.privateaser.com/location-salle/top-salles-bagneux-92220: Les meilleures salles à louer  Lien enfant extrait depuis agrégateur: https://www.privateaser.com/location-salle/top-salles-bagneux-92220  Obtenir un devis,,"Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",Lien enfant extrait depuis agrégateur: https://www.privateaser.com/location-salle/top-salles-bagneux-92220,30,,,0,,,fetch_failed,,,2026-06-20T07:01:02+00:00,HTTPError,,,,missing_address,yes,2026-06-20,,,,,[],"adresse précise, contact, prix, capacité",Obtenir un devis,obtenir un devis,Les meilleures salles à louer,https://www.privateaser.com/location-salle/top-salles-bagneux-92220,,no,"Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,salle à louer,medium,possible,['site web'],low,src_https-www-privateaser-com-lieu-5323-_675c5d107c,aggregator_child_link,https://www.privateaser.com/lieu/5323-aupra-dance-salle-gene-kelly,[],banlieue_sud_20260620,https://www.privateaser.com/lieu/5323-aupra-dance-salle-gene-kelly
10,[],,0,studiolenvol.com,cand_06-63-70-30-15_f2a2655e93,new,,needs_classification,Montrouge,35,[],,studiolenvol.com/img/ballons-coeur.jpg,92,Lien extrait depuis agrégateur https://www.studiolenvol.com/location-salle-paris.html: Location de Salles à Paris 5e  Lien enfant extrait depuis agrégateur: https://www.studiolenvol.com/location-salle-paris.html  06 63 70 30 15,,"Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",Lien enfant extrait depuis agrégateur: https://www.studiolenvol.com/location-salle-paris.html,30,,,0,,"����ExifII*��Ducky ��vhttp://ns.adobe.com/xap/1.0/ ��Adobed����      #%'%# //33//@@@@@@@@@@@@@@@& &0# #0+.'''.+550055@@?@@@@@@@@@@@@���n""���!1AQaq""�2BR#����b���3CrS$!1QAq""Ba����2��Rb�C�� ?��""���o('�)�xU� g� ��_�OUG�|��ІSȃ�7��ܠ��qG�V�o����V�Mc��ԿU�q�|�q�m��Թ��zXs }���,pұ���*�N���Vә*��~W *��ܼe�D�ZShD6 g��=�i���)�K��~�~_�%�Qv���N�3� �7b��2�n�2D����8f�H�T��ݻ>� �� |�} �\>}���8�~��� g2��Zz���H W�""P�J���ы N���R#-m�Rh�ܮ��j T��=.W��%�{F����""Z���,��H�s:�J�tK[�sw2�K�{�u �֭����c;j��ګPY[�20�""B� ����N^��/�`p�����Q� � � �J��?2}nP�vN���l�O��uZ�1d-��^�ȟ�r�#��mT�=Lr���;��o��""-ж\���Ҕ�eV��DD �o�|����5u���� K�)M�����m��UL~?2��7�l��PA�8�X���C""��aȽ+��X�pJ�� e��G9[�� ",scraped,,,2026-06-20T07:01:02+00:00,image/jpeg,200,,,missing_address,no,2026-06-20,,,,,[],"adresse précise, contact, prix, capacité",06 63 70 30 15,06 63 70 30 15,Location de Salles à Paris 5e,https://www.studiolenvol.com/location-salle-paris.html,,no,"Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,location de salle; location de salles,high,possible,['site web'],low,src_https-www-studiolenvol-com-img-ballo_e5235e2d9f,aggregator_child_link,https://www.studiolenvol.com/img/ballons-coeur.jpg,[],banlieue_sud_20260620,https://www.studiolenvol.com/img/ballons-coeur.jpg
55,[],"34 rue de la Montagne Sainte-Geneviève""",0,studiolenvol.com,cand_cours-de-gym-respiratoire_7f1253ea78,new,,needs_classification,Montrouge,35,[],contact@studiolenvol.com; +33 6 63 70 30 15; 06 70 44 44 43; 06 63 70 30 15,studiolenvol.com/cours-gymnastique-respiratoire-paris.html,92,Lien extrait depuis agrégateur https://www.studiolenvol.com/location-salle-paris.html: Location de Salles à Paris 5e  Lien enfant extrait depuis agrégateur: https://www.studiolenvol.com/location-salle-paris.html  Cours de gym respiratoire,,"Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",Lien enfant extrait depuis agrégateur: https://www.studiolenvol.com/location-salle-paris.html,30,scraped_page,,2,scraped_page,"Gymnastique Respiratoire à Paris | Studio l’Envol { ""@context"": ""https://schema.org"", ""@type"": ""DanceStudio"", ""name"": ""Studio l'Envol"", ""url"": ""https://www.studiolenvol.com"", ""address"": { ""@type"": ""PostalAddress"", ""streetAddress"": ""34 rue de la Montagne Sainte-Geneviève"", ""addressLocality"": ""Paris"", ""postalCode"": ""75005"", ""addressCountry"": ""FR"" }, ""contactPoint"": { ""@type"": ""ContactPoint"", ""telephone"": ""+33 6 63 70 30 15"", ""contactType"": ""customer service"", ""email"": ""contact@studiolenvol.com"" } } Ateliers Mieux vivre son corps Gymnastique respiratoire avec Estrella Godebska | Studio l'Envol ☰ accueil le studio location cours stages evjf/h dansé Ateliers ""Mieux vivre son corps"" (gymnastique respiratoire) Présentation des cours Depuis plus de vingt ans, je donne des cours à des adultes dans le cadre de l’association sportive et culturelle (ASCL), au Ministère de l’Enseignement supérieur et",scraped,Gymnastique Respiratoire à Paris | Studio l’Envol,,2026-06-20T07:01:02+00:00,text/html,200,,,geocoded_ban,no,2026-06-20,48.848044,2.348449,,,[],"prix, capacité",Cours de gym respiratoire,cours de gym respiratoire,Location de Salles à Paris 5e,https://www.studiolenvol.com/location-salle-paris.html,,no,"Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,location de salle; location de salles,high,possible,"['contact direct', 'adresse', 'site web']",low,src_https-www-studiolenvol-com-cours-gym_ae0a9c8236,aggregator_child_link,https://www.studiolenvol.com/cours-gymnastique-respiratoire-paris.html,[],banlieue_sud_20260620,https://www.studiolenvol.com/cours-gymnastique-respiratoire-paris.html
55,[],"34 rue de la Montagne Sainte-Geneviève""",0,studiolenvol.com,cand_cours-de-k-pop_fc59f1d2be,new,,needs_classification,Montrouge,35,[],contact@studiolenvol.com; +33 6 63 70 30 15; 06 63 70 30 15,studiolenvol.com/cours-kpop-paris.html,92,Lien extrait depuis agrégateur https://www.studiolenvol.com/location-salle-paris.html: Location de Salles à Paris 5e  Lien enfant extrait depuis agrégateur: https://www.studiolenvol.com/location-salle-paris.html  Cours de K-Pop,,"Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",Lien enfant extrait depuis agrégateur: https://www.studiolenvol.com/location-salle-paris.html,30,scraped_page,,2,scraped_page,"Cours de K-Pop à Paris | Studio l'Envol { ""@context"": ""https://schema.org"", ""@type"": ""DanceStudio"", ""name"": ""Studio l'Envol"", ""url"": ""https://www.studiolenvol.com"", ""address"": { ""@type"": ""PostalAddress"", ""streetAddress"": ""34 rue de la Montagne Sainte-Geneviève"", ""addressLocality"": ""Paris"", ""postalCode"": ""75005"", ""addressCountry"": ""FR"" }, ""contactPoint"": { ""@type"": ""ContactPoint"", ""telephone"": ""+33 6 63 70 30 15"", ""contactType"": ""customer service"", ""email"": ""contact@studiolenvol.com"" }, ""offers"": { ""@type"": ""Offer"", ""name"": ""Cours de K-Pop"", ""priceCurrency"": ""EUR"", ""price"": ""18"", ""availability"": ""https://schema.org/InStock"" } } Cours de K-Pop à Paris Avec Sun Kpop In Paris | Studio l'Envol ☰ accueil le studio location cours stages evjf/h dansé Cours hebdomadaires de K-Pop La Kpop (en coréen : Gayo), abréviation de Korean pop, est un terme désignant un genre musical originaire de Corée du ",scraped,Cours de K-Pop à Paris | Studio l'Envol,,2026-06-20T07:01:02+00:00,text/html,200,,,geocoded_ban,no,2026-06-20,48.848044,2.348449,,,[],"prix, capacité",Cours de K-Pop,cours de k pop,Location de Salles à Paris 5e,https://www.studiolenvol.com/location-salle-paris.html,,no,"Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,location de salle; location de salles,high,possible,"['contact direct', 'adresse', 'site web']",low,src_https-www-studiolenvol-com-cours-kpo_a880ffc665,aggregator_child_link,https://www.studiolenvol.com/cours-kpop-paris.html,[],banlieue_sud_20260620,https://www.studiolenvol.com/cours-kpop-paris.html
70,['dance'],"34 rue de la Montagne Sainte-Geneviève""",0,studiolenvol.com,cand_cours-de-danse-classique_fb4ac27dd9,new,,studio_danse,Montrouge,35,[],contact@studiolenvol.com; classique@lib-arte.fr; +33 6 63 70 30 15; 06 63 70 30 15,studiolenvol.com/cours-danse-classique-paris.html,92,Lien extrait depuis agrégateur https://www.studiolenvol.com/location-salle-paris.html: Location de Salles à Paris 5e  Lien enfant extrait depuis agrégateur: https://www.studiolenvol.com/location-salle-paris.html  Cours de danse classique,,"Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",Lien enfant extrait depuis agrégateur: https://www.studiolenvol.com/location-salle-paris.html,74,scraped_page,,3,scraped_page,"Cours de Danse Classique Adultes Débutants à Paris { ""@context"": ""https://schema.org"", ""@type"": ""DanceStudio"", ""name"": ""Studio l'Envol"", ""url"": ""https://www.studiolenvol.com"", ""address"": { ""@type"": ""PostalAddress"", ""streetAddress"": ""34 rue de la Montagne Sainte-Geneviève"", ""addressLocality"": ""Paris"", ""postalCode"": ""75005"", ""addressCountry"": ""FR"" }, ""contactPoint"": { ""@type"": ""ContactPoint"", ""telephone"": ""+33 6 63 70 30 15"", ""contactType"": ""customer service"", ""email"": ""contact@studiolenvol.com"" }, ""offers"": { ""@type"": ""Offer"", ""name"": ""Cours de danse classique adultes"", ""priceCurrency"": ""EUR"", ""price"": ""15"", ""availability"": ""https://schema.org/InStock"" } } Cours de danse classique adultes à Paris Initiation, débutant, moyen | Studio l'Envol ☰ accueil le studio location cours stages evjf/h dansé Cours hebdomadaires de danse classique adultes De vrais cours pour adultes débutants et intermé",scraped,Cours de Danse Classique Adultes Débutants à Paris,scraped_page,2026-06-20T07:01:02+00:00,text/html,200,,,geocoded_ban,no,2026-06-20,48.848044,2.348449,,,[],capacité,Cours de danse classique,cours de danse classique,Location de Salles à Paris 5e,https://www.studiolenvol.com/location-salle-paris.html,12 €; 15 €; 50 €; 120 €,no,"Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",cours de danse,location de salle; location de salles,high,possible,"['activité dance +18', 'catégorie studio_danse +22', 'preuve + danse', 'contact direct', 'prix connu', 'adresse', 'site web']",low,src_https-www-studiolenvol-com-cours-dan_1e2f475177,aggregator_child_link,https://www.studiolenvol.com/cours-danse-classique-paris.html,[],banlieue_sud_20260620,https://www.studiolenvol.com/cours-danse-classique-paris.html
85,['dojo'],21 avenue de la Porte de Châtillon,0,abcsalles.com,cand_paris-14eme_ca89903875,new,2400 pers; 2400 places; 30 pers; 15 personnes,dojo,Châtillon,35,[],+33143136680; 01.59.30.47.69; 0565000001; 0699999999; 0339608521,abcsalles.com/location-de-salle-2_paris+14_v75.html,92,Lien extrait depuis agrégateur https://www.abcsalles.com/lieu/dojo-de-paris: Dojo de Paris  Lien enfant extrait depuis agrégateur: https://www.abcsalles.com/lieu/dojo-de-paris  Paris 14ème,,"Aucun champ formel manquant détecté; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",Lien enfant extrait depuis agrégateur: https://www.abcsalles.com/lieu/dojo-de-paris,74,scraped_page,scraped_page,4,scraped_page,"Location de salle Paris 14ème (75014) — ABC Salles window.addEventListener(""load"",function(){setTimeout(function(){(function(w,d,s,l,i){w[l]=w[l]||[];w[l].push({'gtm.start':new Date().getTime(),event:'gtm.js'});var f=d.getElementsByTagName(s)[0],j=d.createElement(s),dl=l!='dataLayer'?'&l='+l:'';j.async=true;j.src='https://www.googletagmanager.com/gtm.js?id='+i+dl;f.parentNode.insertBefore(j,f);})(window,document,'script','dataLayer','GTM-N7DBNVDF');},100)}) @layer app-reset, vuetify-core, vuetify-components, vuetify-overrides, vuetify-utilities, vuetify-final; @layer vuetify-utilities { @layer theme-base { :root { --v-theme-background: 252,252,253; --v-theme-background-overlay-multiplier: 1; --v-theme-surface: 252,252,253; --v-theme-surface-overlay-multiplier: 1; --v-theme-surface-bright: 255,255,255; --v-theme-surface-bright-overlay-multiplier: 1; --v-theme-surface-light: 238,238,238; -",scraped,Location de salle Paris 14ème (75014) — ABC Salles,scraped_page,2026-06-20T07:00:59+00:00,text/html;charset=utf-8,200,,,geocoded_ban,yes,2026-06-20,48.823254,2.316606,,,[],,Paris 14ème,paris 14eme,Dojo de Paris,https://www.abcsalles.com/lieu/dojo-de-paris,80€ / pers; À partir de 460€; À partir de 2500€; À partir de 25€,no,"Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,location de salle,medium,possible,"['activité dojo +18', 'catégorie dojo +22', 'preuve + dojo', 'contact direct', 'prix connu', 'capacité connue', 'adresse', 'site web']",low,src_https-www-abcsalles-com-location-de-_044a78e952,aggregator_child_link,https://www.abcsalles.com/location-de-salle-2_paris+14_v75.html,[],banlieue_sud_20260620,https://www.abcsalles.com/location-de-salle-2_paris+14_v75.html
25,[],,0,forms.gle,cand_utilisez-notre-formulaire-google-pou_2b27e96f20,new,65m²; 35m²,needs_classification,Montrouge,35,[],,forms.gle/DPHZkEb1M4uo5Xb48,92,Lien extrait depuis agrégateur https://www.studiolenvol.com/location-salle-paris.html: Location de Salles à Paris 5e  Lien enfant extrait depuis agrégateur: https://www.studiolenvol.com/location-salle-paris.html  Utilisez notre formulaire Google pour faire une demande de réservation de studio,,"Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",Lien enfant extrait depuis agrégateur: https://www.studiolenvol.com/location-salle-paris.html,30,,scraped_page,1,,".iPj4P { background-color: #5746e3 !important; } Studio l'Envol : demande de réservation var DOCS_timing={}; DOCS_timing['pls']=new Date().getTime(); DOCS_timing['sl']=DOCS_timing['pls']; _docs_webfonts_json = ""{}"" window.WIZ_global_data = {""K1cgmc"":""%.@.[null,null,null,[3,1,[1781584979,396022000],4],null,27]]"",""SpaT4e"":""editors"",""TSDtV"":""%.@.[[null,[[45759550,null,false,null,null,null,\""ipHXZe\""],[45765567,null,false,null,null,null,\""Gu5Dg\""],[45755088,null,false,null,null,null,\""fzPMYc\""],[45796590,null,false,null,null,null,\""rFDJvb\""],[45776074,null,false,null,null,null,\""H0kCgf\""],[45681910,null,true,null,null,null,\""OKXfNb\""],[45662509,null,false,null,null,null,\""fLCtnf\""],[45794381,null,false,null,null,null,\""mPb5ue\""],[45762085,null,false,null,null,null,\""h6H74b\""],[45657263,null,false,null,null,null,\""ByEExb\""],[45769604,null,false,null,null,null,\""h14wf\""],[45744490,null,false,n",scraped,Studio l'Envol : demande de réservation,,2026-06-20T07:01:02+00:00,text/html; charset=utf-8,200,,,missing_address,no,2026-06-20,,,,,[],"adresse précise, contact, prix",Utilisez notre formulaire Google pour faire une demande de réservation de studio,utilisez notre formulaire google pour faire une demande de reservation de studio,Location de Salles à Paris 5e,https://www.studiolenvol.com/location-salle-paris.html,,no,"Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,location de salle; location de salles,high,possible,"['capacité connue', 'site web']",low,src_https-forms-gle-dphzkeb1m4uo5xb48_140572d80b,aggregator_child_link,https://forms.gle/DPHZkEb1M4uo5Xb48,[],banlieue_sud_20260620,https://forms.gle/DPHZkEb1M4uo5Xb48
